sort order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes,  ,Meters Completed,Macro %  can_seg1,Macro %  can_seg2,Macro % can_seg3,MacroLT5stp_seg1,MacroLT5stp_seg2,MacroLT5stp_seg3,Macro5-15stp_seg1,Macro5-15stp_seg2,Macro5-15stp_seg3,MacroGT15stp_seg1,MacroGT15stp_seg2,MacroGT15stp_seg3,Nereostipes_seg1,Nereostipes_seg2,Nereostipes_seg3,Nereobundles_seg1,Nereobundles_seg2,Nereobundles_seg3
571,2017,8,1,Destruction Island,Jameal Samhouri,Ole Shelton,2,10,BOT,2,,33,,L,170,,,RYOY,ALL,7,,,,,,,,,,,,,,,,,,,,,,,,
572,2017,8,1,Destruction Island,Jameal Samhouri,Ole Shelton,2,10,BOT,2,,33,,L,170,,,SEME,ALL,3,35,35,,,,,,,,,,,,,,,,,,,,,,
573,2017,8,1,Destruction Island,Jameal Samhouri,Ole Shelton,2,10,BOT,2,,33,,L,170,,,HELA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
574,2017,8,1,Destruction Island,Jameal Samhouri,Ole Shelton,2,10,BOT,3,,32,,L,170,,,HEDE,ALL,1,,,,,,,,,,,,,,,,,,,,,,,,
575,2017,8,1,Destruction Island,Jameal Samhouri,Ole Shelton,2,10,BOT,3,,32,,L,170,,,SCMA,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
576,2017,8,1,Destruction Island,Jameal Samhouri,Ole Shelton,2,10,BOT,3,,32,,L,170,,,SEME,ALL,2,,,,,,,,,,,,,,,,,,,,,,,,
577,2017,8,1,Destruction Island,Jameal Samhouri,Ole Shelton,2,10,BOT,3,,32,,L,170,,,RYOY,ALL,3,,,,,,,,,,,,,,,,,,,,,,,,
578,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,1,,15,1.2,M,SW,,51,SEME,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
579,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,1,,15,1.2,M,SW,,51,HEDE,ALL,1,17,17,,,,,,,,,,,,,,,,,,,,,,
580,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,1,,15,1.2,M,SW,,51,RYOY,ALL,15,3,3,,,,,,,,,,,,,,,,,,,,,,
581,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,2,,15,1.5,M,SW,,51,SEME,ALL,1,6,6,,,,,,,,,,,,,,,,,,,,,,
582,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,2,,15,1.5,M,SW,,51,EMLA,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
583,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,2,,15,1.5,M,SW,,51,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
584,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,2,,15,1.5,M,SW,,51,HEDE,ALL,1,18,18,,,,,,,,,,,,,,,,,,,,,,
585,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,2,,15,1.5,M,SW,,51,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
586,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,2,,15,1.5,M,SW,,51,RYOY,ALL,2,4,4,,,,,,,,,,,,,,,,,,,,,,
587,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,3,,15,1.6,M,SW,,51,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
588,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,3,,15,1.6,M,SW,,51,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
589,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,3,,15,1.6,M,SW,,51,HEDE,ALL,1,12,12,,,,,,,,,,,,,,,,,,,,,,
590,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,3,,15,1.6,M,SW,,51,SEMY,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
591,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,3,,15,1.6,M,SW,,51,RYOY,ALL,25,3,3,,,,,,,,,,,,,,,,,,,,,,
592,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,4,,15,1.6,M,SW,,51,SEME,ALL,1,28,28,,,,,,,,,,,,,,,,,,,,,,
593,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,4,,15,1.6,M,SW,,51,SEME,ALL,6,6,6,,,,,,,,,,,,,,,,,,,,,,
594,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,4,,15,1.6,M,SW,,51,HEDE,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
595,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,4,,15,1.6,M,SW,,51,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
596,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,4,,15,1.6,M,SW,,51,SEMY,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
597,2018,7,27,Destruction Island,Greg Williams,Jameal Samhouri,S,5,BOT,4,,15,1.6,M,SW,,51,RYOY,ALL,20,3,3,,,,,,,,,,,,,,,,,,,,,,
598,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,1,,15,1.1,M,N,,50,SEMY,ALL,6,5,5,,,,,,,,,,,,,,,,,,,,,,
599,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,1,,15,1.1,M,N,,50,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
600,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,1,,15,1.1,M,N,,50,EMLA,ALL,1,6,6,,,,,,,,,,,,,,,,,,,,,,
601,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,1,,15,1.1,M,N,,50,EMLA,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
602,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,1,,15,1.1,M,N,,50,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
603,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,2,,15,1.0,M,N,,50,EMLA,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
604,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,2,,15,1.0,M,N,,50,RYOY,ALL,1,3,3,,,,,,,,,,,,,,,,,,,,,,
605,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,2,,15,1.0,M,N,,50,OPEL,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
606,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,3,,15,1.1,M,N,,50,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
607,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,3,,15,1.1,M,N,,50,SEME,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
608,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,3,,15,1.1,M,N,,50,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
609,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,4,,15,1.0,M,N,,50,EMLA,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
610,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,N,5,BOT,4,,15,1.0,M,N,,50,EMLA,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
611,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,1,,30,1.6,M,NE,,,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
612,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,1,,30,1.6,M,NE,,,SEPIy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
613,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,1,,30,1.6,M,NE,,,HEDE,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
614,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,2,,25,1.7,M,NE,,,SEME,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
615,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,2,,25,1.7,M,NE,,,SEME,ALL,1,27,27,,,,,,,,,,,,,,,,,,,,,,
616,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,2,,25,1.7,M,NE,,,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
617,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,2,,25,1.7,M,NE,,,OPEL,ALL,1,60,60,,,,,,,,,,,,,,,,,,,,,,
618,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,3,,30,1.8,M,NE,,,HEDE,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
619,2018,7,27,Destruction Island,Greg Williams,Genoa Sullaway,N,10,BOT,3,,30,1.8,M,NE,,,RYOY,ALL,2,3,3,,,,,,,,,,,,,,,,,,,,,,
620,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,1,,30,1.6,L,,,,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
621,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,1,,30,1.6,L,,,,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
622,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,1,,30,1.6,L,,,,SCMA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
623,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,1,,30,1.6,L,,,,SCMA,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
624,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,2,,30,1.6,L,,,,SEME,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
625,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,3,,30,1.5,L,,,,SEME,ALL,7,35,35,,,,,,,,,,,,,,,,,,,,,,
626,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,3,,30,1.5,L,,,,SENE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
627,2018,7,27,Destruction Island,Gary Longo,Steve Lonhart,S,10,BOT,4,,30,1.3,L,,,,SEME,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
628,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,1,,15,4.0,L,120,,52,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
629,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,1,,15,4.0,L,120,,52,HEDE,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
630,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,1,,15,4.0,L,120,,52,SEPIy,ALL,4,5,5,,,,,,,,,,,,,,,,,,,,,,
631,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,2,,15,4.0,L,120,,50,HEDE,ALL,1,15,15,,,,,,,,,,,,,,,,,,,,,,
632,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,3,,15,4.0,L,120,,50,EMLA,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
633,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,3,,15,4.0,L,120,,50,SEPIy,ALL,6,5,5,,,,,,,,,,,,,,,,,,,,,,
634,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,3,,15,4.0,L,120,,50,ARHA,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
635,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,5,BOT,3,,15,4.0,L,120,,50,SYGI,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
636,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,1,,15,7.0,,120,,51,HEDE,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
637,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,1,,15,7.0,,120,,51,SEPIy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
638,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,2,,18,7.0,,120,,51,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
639,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,2,,18,7.0,,120,,51,ARHA,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
640,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,3,,18,7.0,,120,,48,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
641,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,3,,18,7.0,,120,,48,SEPIy,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
642,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,3,,18,7.0,,120,,48,ARHA,ALL,3,5,5,,,,,,,,,,,,,,,,,,,,,,
643,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,3,,18,7.0,,120,,48,RHNI,ALL,1,12,12,,,,,,,,,,,,,,,,,,,,,,
644,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,4,,15,6.0,,120,,48,SEME,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
645,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,4,,15,6.0,,120,,48,EMLA,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
646,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,4,,15,6.0,,120,,48,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
647,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,4,,15,6.0,,120,,48,SEPIy,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
648,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,N,5,BOT,4,,15,6.0,,120,,48,JOZO,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
649,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,1,,27,4.0,,160,,50,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
650,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,1,,27,4.0,,160,,50,CHNU,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
651,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,1,,27,4.0,,160,,50,JOZO,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
652,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,1,,27,4.0,,160,,50,RHNI,ALL,2,10,10,,,,,,,,,,,,,,,,,,,,,,
653,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,1,,27,4.0,,160,,50,SYGI,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
654,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,2,,27,4.0,,160,,50,SEME,ALL,20,30,30,,,,,,,,,,,,,,,,,,,,,,
655,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,2,,27,4.0,,160,,50,SECA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
656,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,2,,27,4.0,,160,,50,EMLA,ALL,2,28,28,,,,,,,,,,,,,,,,,,,,,,
657,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,2,,27,4.0,,160,,50,HEDE,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
658,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,2,,27,4.0,,160,,50,ARHA,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
659,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,2,,27,4.0,,160,,50,RHNI,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
660,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,3,,27,4.0,,300,,48,SEME,ALL,14,30,30,,,,,,,,,,,,,,,,,,,,,,
661,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,3,,27,4.0,,300,,48,SECA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
662,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,3,,27,4.0,,300,,48,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
663,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,3,,27,4.0,,300,,48,RHNI,ALL,6,10,10,,,,,,,,,,,,,,,,,,,,,,
664,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,4,,27,4.0,,290,,48,SEME,ALL,6,30,30,,,,,,,,,,,,,,,,,,,,,,
665,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,4,,27,4.0,,290,,48,ARHA,ALL,7,5,5,,,,,,,,,,,,,,,,,,,,,,
666,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,4,,27,4.0,,290,,48,SYGI,ALL,3,5,5,,,,,,,,,,,,,,,,,,,,,,
667,2018,7,24,Neah Bay,Joe Mangiafico,Nick Tolimieri,S,10,BOT,4,,27,4.0,,290,,48,JOZO,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
668,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,1,,35,5.0,L,150,,50,HEDE,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
669,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,1,,35,5.0,L,150,,50,HEDE,ALL,1,14,14,,,,,,,,,,,,,,,,,,,,,,
670,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,1,,35,5.0,L,150,,50,OPEL,ALL,1,42,42,,,,,,,,,,,,,,,,,,,,,,
671,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,2,,32,5.0,L,150,,50,HEDE,ALL,2,8,8,,,,,,,,,,,,,,,,,,,,,,
672,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,2,,32,5.0,L,150,,50,HEDE,ALL,3,9,9,,,,,,,,,,,,,,,,,,,,,,
673,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,2,,32,5.0,L,150,,50,HEDE,ALL,1,37,37,,,,,,,,,,,,,,,,,,,,,,
674,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,3,,32,7.0,L,150,,50,HEDE,ALL,1,14,14,,,,,,,,,,,,,,,,,,,,,,
675,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,4,,32,7.0,L,150,,50,HEDE,ALL,2,6,6,,,,,,,,,,,,,,,,,,,,,,
676,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,4,,32,7.0,L,150,,50,HEDE,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
677,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,4,,32,7.0,L,150,,50,HEDE,ALL,1,16,16,,,,,,,,,,,,,,,,,,,,,,
678,2018,7,24,Neah Bay,Steve Lonhart,Kinsey Frick,N,10,BOT,4,,32,7.0,L,150,,50,HEDE,ALL,1,21,21,,,,,,,,,,,,,,,,,,,,,,
679,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,1,,30,4.2,M,SE,,47,HEDE,ALL,1,27,27,,,,,,,,,,,,,,,,,,,,,,
680,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,1,,30,4.2,M,SE,,47,SEPIy,ALL,1,5,5,,probably canary check gopro,,,,,,,,,,,,,,,,,,,,
681,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,2,,28,5.0,M,SE,,47,SEME,ALL,4,30,30,,,,,,,,,,,,,,,,,,,,,,
682,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,2,,28,5.0,M,SE,,47,SEME,ALL,3,35,35,,,,,,,,,,,,,,,,,,,,,,
683,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,2,,28,5.0,M,SE,,47,SEME,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
684,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,2,,28,5.0,M,SE,,47,EMLA,ALL,2,20,20,,,,,,,,,,,,,,,,,,,,,,
685,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,3,,22,5.0,M,270,,47,EMLA,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
686,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,3,,22,5.0,M,270,,47,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
687,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,3,,22,5.0,M,270,,47,SCMA,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
688,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,3,,22,5.0,M,270,,47,SEME,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
689,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,3,,22,5.0,M,270,,47,SEME,ALL,2,40,40,,,,,,,,,,,,,,,,,,,,,,
690,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,3,,22,5.0,M,270,,47,SEME,ALL,4,45,45,,,,,,,,,,,,,,,,,,,,,,
691,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,3,,22,5.0,M,270,,47,SEME,ALL,4,50,50,,,,,,,,,,,,,,,,,,,,,,
692,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,4,,24,5.0,M,270,,47,EMLA,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
693,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,4,,24,5.0,M,270,,47,AUFL,ALL,2,5,5,,,,,,,,,,,,,,,,,,,,,,
694,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,4,,24,5.0,M,270,,47,SEME,ALL,2,30,30,,,,,,,,,,,,,,,,,,,,,,
695,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,4,,24,5.0,M,270,,47,SEME,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
696,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,4,,24,5.0,M,270,,47,SEME,ALL,2,40,40,,,,,,,,,,,,,,,,,,,,,,
697,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,4,,24,5.0,M,270,,47,SEME,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
698,2018,7,25,Cape Alava,Jameal Samhouri,Kinsey Frick,W,10,BOT,4,,24,5.0,M,270,,47,SEBYTy,ALL,3,5,5,,,,,,,,,,,,,,,,,,,,,,
699,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,1,,29,6.0,,90,,50,SEME,ALL,4,32,32,,,,,,,,,,,,,,,,,,,,,,
700,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,1,,29,6.0,,90,,50,HEDE,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
701,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,2,,29,6.0,,90,,50,SEME,ALL,6,30,30,,,,,,,,,,,,,,,,,,,,,,
702,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,2,,29,6.0,,90,,50,EMLA,ALL,3,15,15,,,,,,,,,,,,,,,,,,,,,,
703,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,2,,29,6.0,,90,,50,EMLA,ALL,5,20,20,,,,,,,,,,,,,,,,,,,,,,
704,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,2,,29,6.0,,90,,50,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
705,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,2,,29,6.0,,90,,50,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
706,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,3,,29,6.0,,90,,46,SEME,ALL,29,30,45,,,,,,,,,,,,,,,,,,,,,,
707,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,3,,29,6.0,,90,,46,EMLA,ALL,2,15,15,,,,,,,,,,,,,,,,,,,,,,
708,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,3,,29,6.0,,90,,46,EMLA,ALL,3,25,25,,,,,,,,,,,,,,,,,,,,,,
709,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,3,,29,6.0,,90,,46,EMLA,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
710,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,3,,29,6.0,,90,,46,HEDE,ALL,1,37,37,,,,,,,,,,,,,,,,,,,,,,
711,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,4,,29,6.0,,90,,46,SEME,ALL,19,30,45,,,,,,,,,,,,,,,,,,,,,,
712,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,4,,29,6.0,,90,,46,EMLA,ALL,1,27,27,,,,,,,,,,,,,,,,,,,,,,
713,2018,7,25,Cape Alava,Joe Mangiafico,Nick Tolimieri,E,10,BOT,4,,29,6.0,,90,,46,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
