entry order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,TRANSECT,HEADING,DEPTH (M),DEPTH (FT),SEGMENT,CATEGORY,CLASSCODE,COUNT,Cntrl a,notes,problems,,,,,,,,,,,,,,,,,,,,
163,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,0-10m,RELIEF,10cm-1m,7,,,,,,,,,,,,,,,,,,,,,,,
164,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,0-10m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
165,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,0-10m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
166,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,0-10m,COVER,BROWNUN,4,,,,,,,,,,,,,,,,,,,,,,,
167,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,SUBSTRATE,BEDRK,6,,,,,,,,,,,,,,,,,,,,,,,
168,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,SUBSTRATE,BOULD,3,,,,,,,,,,,,,,,,,,,,,,,
169,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
170,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,RELIEF,0-10cm,1,,,,,,,,,,,,,,,,,,,,,,,
171,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,RELIEF,10cm-1m,7,,,,,,,,,,,,,,,,,,,,,,,
172,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,RELIEF,1m-2m,2,,,,,,,,,,,,,,,,,,,,,,,
173,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
174,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
175,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
176,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,10-20m,COVER,BROWNUN,4,,,,,,,,,,,,,,,,,,,,,,,
177,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
178,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
179,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,RELIEF,0-10cm,3,,,,,,,,,,,,,,,,,,,,,,,
180,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
181,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
182,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
183,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
184,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,4,,,34,20-30m,COVER,BROWNUN,6,,,,,,,,,,,,,,,,,,,,,,,
185,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,0-10m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
186,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,0-10m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
187,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,0-10m,RELIEF,0-10cm,4,,,,,,,,,,,,,,,,,,,,,,,
188,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,0-10m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
189,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,0-10m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
190,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,0-10m,COVER,BROWNUN,8,,,,,,,,,,,,,,,,,,,,,,,
191,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
192,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,10-20m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
193,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
194,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,10-20m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
195,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,10-20m,COVER,BROWNUN,7,,,,,,,,,,,,,,,,,,,,,,,
196,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,SUBSTRATE,BEDRK,8,,,,,,,,,,,,,,,,,,,,,,,
197,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
198,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,SUBSTRATE,SAND,1,,,,,,,,,,,,,,,,,,,,,,,
199,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,RELIEF,0-10cm,2,,,,,,,,,,,,,,,,,,,,,,,
200,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,RELIEF,10cm-1m,5,,,,,,,,,,,,,,,,,,,,,,,
201,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
202,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,COVER,BARSAN,1,,,,,,,,,,,,,,,,,,,,,,,
203,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
204,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
205,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
206,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,5,,,30,20-30m,COVER,BROWNUN,4,,,,,,,,,,,,,,,,,,,,,,,
207,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
208,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,0-10m,RELIEF,0-10cm,9,,,,,,,,,,,,,,,,,,,,,,,
209,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,0-10m,RELIEF,10cm-1m,1,,,,,,,,,,,,,,,,,,,,,,,
210,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,0-10m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
211,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,0-10m,COVER,CRUCOR,3,,,,,,,,,,,,,,,,,,,,,,,
212,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,0-10m,COVER,BROWNUN,4,,,,,,,,,,,,,,,,,,,,,,,
213,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
214,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,10-20m,RELIEF,0-10cm,7,,,,,,,,,,,,,,,,,,,,,,,
215,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,10-20m,RELIEF,10cm-1m,3,,,,,,,,,,,,,,,,,,,,,,,
216,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
217,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,10-20m,COVER,LACY,2,,,,,,,,,,,,,,,,,,,,,,,
218,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,10-20m,COVER,BROWNUN,6,,,,,,,,,,,,,,,,,,,,,,,
219,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,SUBSTRATE,BEDRK,8,,,,,,,,,,,,,,,,,,,,,,,
220,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,SUBSTRATE,SAND,2,,,,,,,,,,,,,,,,,,,,,,,
221,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,RELIEF,0-10cm,7,,,,,,,,,,,,,,,,,,,,,,,
222,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
223,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
224,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,COVER,BARSAN,2,,,,,,,,,,,,,,,,,,,,,,,
225,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,COVER,BRANCH,1,,,,,,,,,,,,,,,,,,,,,,,
226,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
227,2016,8,12,Neah Bay,Chris Harvey,Greg Williams,1,10,6,,,31,20-30m,COVER,BROWNUN,6,,,,,,,,,,,,,,,,,,,,,,,
228,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
229,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
230,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
231,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
232,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
233,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,COVER,CUPCOR,1,,,,,,,,,,,,,,,,,,,,,,,
234,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,COVER,HYDROID,2,,,,,,,,,,,,,,,,,,,,,,,
235,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,0-10m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
236,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
237,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,10-20m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
238,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,10-20m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
239,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,10-20m,COVER,BRANCH,3,,,,,,,,,,,,,,,,,,,,,,,
240,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
241,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,10-20m,COVER,CRUCOR,2,,,,,,,,,,,,,,,,,,,,,,,
242,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,10-20m,COVER,BARNAC,3,,,,,,,,,,,,,,,,,,,,,,,
243,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
244,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,20-30m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
245,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,20-30m,COVER,BRANCH,6,,,,,,,,,,,,,,,,,,,,,,,
246,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,20-30m,COVER,BRYO,1,,,,,,,,,,,,,,,,,,,,,,,
247,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,1,,,33,20-30m,COVER,BARNAC,3,,,,,,,,,,,,,,,,,,,,,,,
248,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
249,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,0-10m,RELIEF,10cm-1m,9,,,,,,,,,,,,,,,,,,,,,,,
250,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,0-10m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
251,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,0-10m,COVER,BRANCH,7,,,,,,,,,,,,,,,,,,,,,,,
252,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,0-10m,COVER,LEAFYRED,2,,,,,,,,,,,,,,,,,,,,,,,
253,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,0-10m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
254,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
255,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
256,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,RELIEF,1m-2m,4,,,,,,,,,,,,,,,,,,,,,,,
257,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,RELIEF,>2m,4,,,,,,,,,,,,,,,,,,,,,,,
258,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
259,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
260,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,COVER,CUPCOR,1,,,,,,,,,,,,,,,,,,,,,,,
261,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,10-20m,COVER,BARNAC,4,,,,,,,,,,,,,,,,,,,,,,,
262,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
263,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,RELIEF,10cm-1m,3,,,,,,,,,,,,,,,,,,,,,,,
264,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,RELIEF,1m-2m,6,,,,,,,,,,,,,,,,,,,,,,,
265,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,RELIEF,>2m,1,,,,,,,,,,,,,,,,,,,,,,,
266,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
267,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
268,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
269,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,COVER,SPONGE,1,,,,,,,,,,,,,,,,,,,,,,,
270,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,2,,,33,20-30m,COVER,BARNAC,2,,,,,,,,,,,,,,,,,,,,,,,
271,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
272,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,0-10m,RELIEF,10cm-1m,6,,,,,,,,,,,,,,,,,,,,,,,
273,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,0-10m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
274,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,0-10m,RELIEF,>2m,3,,,,,,,,,,,,,,,,,,,,,,,
275,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,0-10m,COVER,BRANCH,5,,,,,,,,,,,,,,,,,,,,,,,
276,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,0-10m,COVER,BARNAC,5,,,,,,,,,,,,,,,,,,,,,,,
277,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
278,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,RELIEF,10cm-1m,10,,,,,,,,,,,,,,,,,,,,,,,
279,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,COVER,SHELL,2,,,,,,,,,,,,,,,,,,,,,,,
280,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,COVER,BRANCH,2,,,,,,,,,,,,,,,,,,,,,,,
281,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,COVER,LEAFYRED,1,,,,,,,,,,,,,,,,,,,,,,,
282,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,COVER,BROWNUN,1,,,,,,,,,,,,,,,,,,,,,,,
283,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,COVER,BARNAC,3,,,,,,,,,,,,,,,,,,,,,,,
284,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,10-20m,COVER,SOLTUN,1,,,,,,,,,,,,,,,,,,,,,,,
285,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
286,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,RELIEF,10cm-1m,4,,,,,,,,,,,,,,,,,,,,,,,
287,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
288,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,RELIEF,>2m,5,,,,,,,,,,,,,,,,,,,,,,,
289,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
290,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,COVER,BIVALVE,1,,,,,,,,,,,,,,,,,,,,,,,
291,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,COVER,CRUCOR,3,,,,,,,,,,,,,,,,,,,,,,,
292,2016,8,8,Destruction Island,Steve Lonhart,Kelly Andrews,1,10,3,,,33,20-30m,COVER,BARNAC,2,,,,,,,,,,,,,,,,,,,,,,,
293,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,SUBSTRATE,BEDRK,7,,,,,,,,,,,,,,,,,,,,,,,
294,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,SUBSTRATE,BOULD,2,,,,,,,,,,,,,,,,,,,,,,,
295,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,SUBSTRATE,sand,1,,,,,,,,,,,,,,,,,,,,,,,
296,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,RELIEF,0-10cm,2,,,,,,,,,,,,,,,,,,,,,,,
297,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,RELIEF,10cm-1m,1,,,,,,,,,,,,,,,,,,,,,,,
298,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,RELIEF,>2m,7,,,,,,,,,,,,,,,,,,,,,,,
299,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
300,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,COVER,BRANCH,8,,,,,,,,,,,,,,,,,,,,,,,
301,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,0-10m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
302,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,10-20m,SUBSTRATE,BEDRK,6,,,,,,,,,,,,,,,,,,,,,,,
303,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,10-20m,SUBSTRATE,BOULD,4,,,,,,,,,,,,,,,,,,,,,,,
304,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,10-20m,RELIEF,1m-2m,1,,,,,,,,,,,,,,,,,,,,,,,
305,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,10-20m,RELIEF,>2m,9,,,,,,,,,,,,,,,,,,,,,,,
306,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,10-20m,COVER,SHELL,1,,,,,,,,,,,,,,,,,,,,,,,
307,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,10-20m,COVER,BRANCH,6,,,,,,,,,,,,,,,,,,,,,,,
308,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,10-20m,COVER,LACY,3,,,,,,,,,,,,,,,,,,,,,,,
309,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,SUBSTRATE,BEDRK,7,,,,,,,,,,,,,,,,,,,,,,,
310,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,SUBSTRATE,BOULD,1,,,,,,,,,,,,,,,,,,,,,,,
311,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,SUBSTRATE,SAND,2,,,,,,,,,,,,,,,,,,,,,,,
312,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,RELIEF,0-10cm,2,,,,,,,,,,,,,,,,,,,,,,,
313,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,RELIEF,1m-2m,3,,,,,,,,,,,,,,,,,,,,,,,
314,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,RELIEF,>2m,5,,,,,,,,,,,,,,,,,,,,,,,
315,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,COVER,SHELL,2,,,,,,,,,,,,,,,,,,,,,,,
316,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,COVER,BARROC,1,,,,,,,,,,,,,,,,,,,,,,,
317,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
318,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,1,,,30,20-30m,COVER,LACY,2,,,,,,,,,,,,,,,,,,,,,,,
319,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,0-10m,SUBSTRATE,BEDRK,10,,,,,,,,,,,,,,,,,,,,,,,
320,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,0-10m,RELIEF,0-10cm,8,,,,,,,,,,,,,,,,,,,,,,,
321,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,0-10m,RELIEF,10cm-1m,2,,,,,,,,,,,,,,,,,,,,,,,
322,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,0-10m,COVER,SHELL,4,,,,,,,,,,,,,,,,,,,,,,,
323,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,0-10m,COVER,BRANCH,4,,,,,,,,,,,,,,,,,,,,,,,
324,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,0-10m,COVER,LACY,1,,,,,,,,,,,,,,,,,,,,,,,
325,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,0-10m,COVER,CRUCOR,1,,,,,,,,,,,,,,,,,,,,,,,
326,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,10-20m,SUBSTRATE,BEDRK,9,,,,,,,,,,,,,,,,,,,,,,,
327,2016,8,8,Destruction Island,Chris Harvey,Greg Williams,2,10,2,,,30,10-20m,SUBSTRATE,COB,1,,,,,,,,,,,,,,,,,,,,,,,
