Site,Date,Observer,Transect,Quadrat,Quadrat.loc,Depth.ft,Species,Count,Size.cm,Percent.cover,Categorical.abundance,Notes,Transect area (inverts),Transect area (fish),Transect area (stipes),"Echinoderm size (TD, TR, BD, BR; T=Total, B=Basal, D=Diameter, R=Radius, L=length)",,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Pleurophycus gardneri,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Sand,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Pterygophora californica,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Rock,NA,NA,25,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Coralline encrusting,NA,NA,50,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Calliostoma,3,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Calliostoma,1,3,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Ceratostoma,1,3,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Nucella spp.,12,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,hermit crab,1,3,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,3,21,22,Tonicella lineata,2,4,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,4,28,20,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,4,28,20,Shell hash,NA,NA,50,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,4,28,20,Pleurophycus gardneri,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,1,4,28,20,Calliostoma,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Shell hash,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Bacterial mat,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Nereocystis luetkeana,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Laminaria,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Coralline encrusting,NA,NA,30,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Calliostoma,3,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Calliostoma,1,3,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Nucella spp.,2,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,Tonicella lineata,1,3,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,1,7,26,orange cup coral,3,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Bacterial mat,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Pterygophora californica,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Nereocystis luetkeana,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Coralline encrusting,NA,NA,40,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Calliostoma,5,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Leptasterias hexactis,1,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,orange cup coral,12,0.5,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,2,14,23,Nemertea,1,20,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Foliose red algae,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Bacterial mat,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Sand,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Pterygophora californica,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Nereocystis luetkeana,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Coralline encrusting,NA,NA,20,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Calliostoma,7,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Snail,20,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,hermit crab,2,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,orange cup coral,4,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,3,21,27,Flabellina trilineata,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Foliose red algae,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Shell hash,NA,NA,5,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Bacterial mat,NA,NA,30,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Pterygophora californica,NA,NA,10,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Coralline encrusting,NA,NA,50,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Acmaea mitra,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Diodora aspera,1,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,hermit crab,1,2,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,hermit crab,3,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,Tegula,1,1,NA,NA,,,,,,,,,,,,,,
Tatoosh,8/6/15,CH,2,4,28,27,sculpin,1,3,NA,NA,,,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,1,NA,NA,NA,Henricia leviuscula,1,8,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,1,NA,NA,NA,Dermasterias,1,10,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,1,NA,NA,NA,Dermasterias,1,12,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,1,NA,NA,NA,Montereina nobilis,1,5,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,1,NA,NA,NA,jingle shell,1,8,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,2,NA,NA,NA,Dermasterias,1,12,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,2,NA,NA,NA,Eupentacta,1,5,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,2,NA,NA,NA,Rock scallop,1,10,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,2,NA,NA,NA,Calliostoma,1,3,NA,NA,,30,,,,,,,,,,,,
Tatoosh Island,8/6/15,CH,2,NA,NA,NA,Pisaster,1,20,NA,NA,,30,,,,,,,,,,,,
Anderson Point,8/6/15,GW,NA,NA,NA,NA,Harlequin duck,4,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,GW,NA,NA,NA,NA,Cormorant,15,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,GW,NA,NA,NA,NA,Bald eagle,1,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,GW,NA,NA,NA,NA,Black swifts,10,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,GW,NA,NA,NA,NA,Gray whale,4,NA,NA,NA,,,,,,,,,,,,,,
Anderson Point,8/6/15,GW,NA,NA,NA,NA,Harbor porpoise,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,NA,NA,NA,Styela,6,NA,NA,NA,,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,1,NA,NA,NA,Cucumaria,6,NA,NA,NA,,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,1,NA,NA,NA,Scyra acutifrons,1,3,NA,NA,,60,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,NA,NA,NA,Mimulus,1,4,NA,NA,,60,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,NA,NA,NA,Dermasterias,1,5,NA,NA,Basal diameter,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,1,NA,NA,NA,Dermasterias,1,10,NA,NA,Basal diameter,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,1,NA,NA,NA,Montereina nobilis,1,10,NA,NA,,60,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,NA,NA,NA,Styela,7,NA,NA,NA,,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,2,NA,NA,NA,Montereina nobilis,1,5,NA,NA,,60,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,NA,NA,NA,Cucumaria,10,NA,NA,NA,,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,2,NA,NA,NA,Henricia leviuscula,1,2,NA,NA,Basal diameter,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,2,NA,NA,NA,Henricia leviuscula,1,3,NA,NA,Basal diameter,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,2,NA,NA,NA,Dermasterias,2,5,NA,NA,basal diameter,60,,,BD,,,,,,,,,
Cape Alava,8/5/15,GW,2,NA,NA,NA,Mimulus,1,3,NA,NA,,60,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,Foliose red algae,NA,NA,75,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,Coralline encrusting,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,Coralline upright,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,Macrocystis pyrifera,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,Chiton,2,5,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,orange cup coral,20,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,1,29,20,Nucella spp.,2,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,Pterygophora californica,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,Shell hash,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,barnacle,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,Chiton,3,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,2,22,20,orange cup coral,20,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,3,15,19,Foliose red algae,NA,NA,75,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,3,15,19,Pleurophycus gardneri,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,3,15,19,barnacle,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,3,15,19,orange cup coral,15,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,3,15,19,Calliostoma,1,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,3,15,19,Calliostoma,4,0.5,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,3,15,19,Scyra acutifrons,1,5,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,barnacle,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Pleurophycus gardneri,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Chiton,1,3,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,orange cup coral,10,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Calliostoma,1,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Calliostoma,6,0.5,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Scyra acutifrons,1,3,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,1,4,8,19,Styela,2,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,Foliose red algae,NA,NA,40,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,Pterygophora californica,NA,NA,40,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,orange cup coral,5,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,Calliostoma,1,0.5,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,Hermissenda crassicornis,1,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,1,29,19,lightbulb tunicate,3,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,2,22,15,Foliose red algae,NA,NA,75,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,2,22,15,Pterygophora californica,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,2,22,15,Sponge,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,3,15,23,Foliose red algae,NA,NA,80,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,3,15,23,Macrocystis pyrifera,NA,NA,15,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,3,15,23,Chiton,1,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,3,15,23,orange cup coral,6,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,3,15,23,Calliostoma,16,0.5,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,3,15,23,lightbulb tunicate,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Nereocystis luetkeana,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Chiton,1,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Nucella spp.,2,2,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Nucella spp.,2,1,NA,NA,,,,,,,,,,,,,,
Cape Alava,8/5/15,GW,2,4,8,20,Cucumaria,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,NA,NA,NA,Styela,3,NA,NA,NA,Transect was 1m wide,30,,,BD,,,,,,,,,
Cape Johnson,8/4/15,GW,1,NA,NA,NA,Doris odhneri,1,NA,NA,NA,Transect was 1m wide,30,,,BD,,,,,,,,,
Cape Johnson,8/4/15,GW,1,NA,NA,NA,Seastar,2,0.5,NA,NA,Transect was 1m wide,30,,,BD,,,,,,,,,
Cape Johnson,8/4/15,GW,2,NA,NA,NA,Seastar,1,0.5,NA,NA,Transect was 1m wide,30,,,BD,,,,,,,,,
Cape Johnson,8/4/15,GW,2,NA,NA,NA,Clinocardium,1,7,NA,NA,Transect was 1m wide,30,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,NA,NA,NA,Anthopleura xanthogrammica,1,10,NA,NA,Transect was 1m wide,30,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,1,29,15,Foliose red algae,NA,NA,35,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,1,29,15,Cobble,NA,NA,60,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,1,29,15,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,2,22,15,Foliose red algae,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,2,22,15,Phyllospadix,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,2,22,15,Cobble,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,2,22,15,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,2,22,15,Pisaster,1,5,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,2,22,15,Acmaea mitra,1,3,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Foliose red algae,NA,NA,25,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Macrocystis pyrifera,NA,NA,25,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Coralline encrusting,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Rock,NA,NA,35,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Shell hash,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Styela,1,NA,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Pugettia gracilis,1,2,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,3,15,15,Calliostoma,4,0.5,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,4,8,16,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,4,8,16,Pterygophora californica,NA,NA,25,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,4,8,16,Rock,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,4,8,16,Shell hash,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,4,8,16,Styela,NA,NA,1,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,1,4,8,16,Dermasterias,1,4,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,1,28,18,Foliose red algae,NA,NA,55,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,1,28,18,Coralline encrusting,NA,NA,5,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,1,28,18,Macrocystis pyrifera,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,1,28,18,Rock,NA,NA,20,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,2,22,15,Foliose red algae,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,2,22,15,Pterygophora californica,NA,NA,50,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,2,22,15,Rock,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,2,22,15,Shell hash,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,3,15,15,Foliose red algae,NA,NA,60,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,3,15,15,Pterygophora californica,NA,NA,30,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,3,15,15,Coralline encrusting,NA,NA,10,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,3,15,15,Nucella spp.,1,1,NA,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,4,8,15,Foliose red algae,NA,NA,95,NA,,,,,,,,,,,,,,
Cape Johnson,8/4/15,GW,2,4,8,15,Coralline encrusting,NA,NA,5,NA,,,,,,,,,,,,,,
Chibadehl Rocks,8/7/15,GW,NA,NA,NA,NA,Oystercatcher,4,NA,NA,NA,,,,,,,,,,,,,,
Chibadehl Rocks,8/7/15,GW,NA,NA,NA,NA,Gull,2,NA,NA,NA,,,,,,,,,,,,,,
Chibadehl Rocks,8/7/15,GW,NA,NA,NA,NA,Cormorant,4,NA,NA,NA,,,,,,,,,,,,,,
Chibadehl Rocks,8/7/15,GW,NA,NA,NA,NA,Bald eagle,2,NA,NA,NA,,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Evasterias,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Dermasterias,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Henricia leviuscula,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Pisaster,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Metridium,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Styela,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Metandrocarpa,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Anthopleura xanthogrammica,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Urticina lofotensis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Cancer oregonensis,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Scyra acutifrons,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,hermit crab,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Cucumaria,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Montereina nobilis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Dirona,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Hermissenda crassicornis,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Triophe catalinidae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Calliostoma,NA,NA,NA,VA,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Ceratostoma,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Tegula,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Amphissa,NA,NA,NA,C,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Nucella spp.,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Acmaea mitra,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Diodora aspera,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Gumboot chiton,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Mopalia lignosa,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,feather duster worm,NA,NA,NA,P,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,calcareous tube worm,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Pandalus danae,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,brittle star,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Mysids,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Destruction Island SW,8/3/15,GW,NA,NA,NA,NA,Amphipods,NA,NA,NA,A,Qualitative,,,,,,,,,,,,,
Neah Bay,8/7/15,GW,1,NA,NA,NA,Black rockfish,3,20,NA,NA,,,60,,,,,,,,,,,
Neah Bay,8/7/15,GW,1,NA,NA,NA,Black rockfish,2,25,NA,NA,,,60,,,,,,,,,,,
Neah Bay,8/7/15,GW,1,NA,NA,NA,Black rockfish,1,30,NA,NA,,,60,,,,,,,,,,,
Neah Bay,8/7/15,GW,1,NA,NA,NA,Black rockfish,1,35,NA,NA,,,60,,,,,,,,,,,
Neah Bay,8/7/15,GW,1,NA,NA,NA,Kelp greenling,1,50,NA,NA,male,,60,,,,,,,,,,,
Neah Bay,8/7/15,GW,1,NA,NA,NA,Kelp greenling,1,35,NA,NA,,,60,,,,,,,,,,,
