sort order,YEAR,MONTH,DAY,SITE,OBSERVER,BUDDY,SIDE,ZONE,LEVEL,TRANSECT,DEPTH_M,DEPTH_FT,VIS_M,SURGE,HEADING,TEMP_C,TEMP_F,SPECIES,SEGMENT,QUANTITY,SIZE (MIN),SIZE (MAX),Cntrl+a,Notes,  ,Meters Completed,Macro %  can_seg1,Macro %  can_seg2,Macro % can_seg3,MacroLT5stp_seg1,MacroLT5stp_seg2,MacroLT5stp_seg3,Macro5-15stp_seg1,Macro5-15stp_seg2,Macro5-15stp_seg3,MacroGT15stp_seg1,MacroGT15stp_seg2,MacroGT15stp_seg3,Nereostipes_seg1,Nereostipes_seg2,Nereostipes_seg3,Nereobundles_seg1,Nereobundles_seg2,Nereobundles_seg3
143,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,RYOY,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
144,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,HEDE,ALL,1,23,23,,,,,,,,,,,,,,,,,,,,,,
145,2016,8,11,Tatoosh Island,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,3.7,M,240,,,HEDE,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
146,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEBYTy,ALL,145,6,8,,,,,,,,,,,,,,,,,,,,,,
147,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEME,ALL,8,30,30,,,,,,,,,,,,,,,,,,,,,,
148,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEME,ALL,3,25,25,,,,,,,,,,,,,,,,,,,,,,
149,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,SEME,ALL,7,35,35,,,,,,,,,,,,,,,,,,,,,,
150,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,HEDE,ALL,2,35,35,,,,,,,,,,,,,,,,,,,,,,
151,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,1,,34,5.0,M,NW,,,HEDE,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
152,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEBYTy,ALL,85,6,8,,,,,,,,,,,,,,,,,,,,,,
153,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEME,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
154,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEME,ALL,3,30,30,,,,,,,,,,,,,,,,,,,,,,
155,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,SEME,ALL,1,35,35,,,,,,,,,,,,,,,,,,,,,,
156,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,EMLA,ALL,3,20,20,,,,,,,,,,,,,,,,,,,,,,
157,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,EMLA,ALL,2,25,25,,,,,,,,,,,,,,,,,,,,,,
158,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,HEDE,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
159,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,2,,29,5.0,M,NW,,,HEDE,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
160,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5.0,M,NW,,,SEBYTy,ALL,66,6,8,,,,,,,,,,,,,,,,,,,,,,
161,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5.0,M,NW,,,OPEL,ALL,1,55,55,,,,,,,,,,,,,,,,,,,,,,
162,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,3,,28,5.0,M,NW,,,HEDE,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
163,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,SEBYTy,ALL,53,6,8,,,,,,,,,,,,,,,,,,,,,,
164,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,SEMY,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
165,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
166,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,40,40,,,,,,,,,,,,,,,,,,,,,,
167,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
168,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,45,45,,,,,,,,,,,,,,,,,,,,,,
169,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,25,25,,,,,,,,,,,,,,,,,,,,,,
170,2016,8,11,Tatoosh Island,Greg Williams,Chris Harvey,1,10,BOT,4,,28,5.0,M,NW,,,HEDE,ALL,1,50,50,,,,,,,,,,,,,,,,,,,,,,
171,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,1,,15,1.5,M,NE,,,SEBYTy,ALL,147,6,8,,,,,,,,,,,,,,,,,,,,,,
172,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,2,,15,1.5,M,NE,,,SEBYTy,ALL,182,6,8,,,,,,,,,,,,,,,,,,,,,,
173,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,2,,15,1.5,M,NE,,,EMLA,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
174,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,5,BOT,3,,15,1.5,M,NE,,,SEBYTy,ALL,68,6,8,,,,,,,,,,,,,,,,,,,,,,
175,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,1,5,BOT,1,,15,1.5,H,NE,,,SEBYTy,ALL,3,6,8,,additional transects aborted for surge and visibility reasons,,,,,,,,,,,,,,,,,,,,
176,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,1,,30,2.0,M,NE,,,SEBYTy,ALL,99,6,8,,,,,,,,,,,,,,,,,,,,,,
177,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,1,,30,2.0,M,NE,,,HEDE,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
178,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2.0,M,NE,,,SEBYTy,ALL,54,6,8,,,,,,,,,,,,,,,,,,,,,,
179,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2.0,M,NE,,,HEHE,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
180,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,2,,30,2.0,M,NE,,,HEDE,ALL,2,8,10,,,,,,,,,,,,,,,,,,,,,,
181,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,3,,30,2.0,M,NE,,,SEBYTy,ALL,72,6,8,,,,,,,,,,,,,,,,,,,,,,
182,2016,8,8,Destruction Island,Greg Williams,Chris Harvey,2,10,BOT,3,,30,2.0,M,NE,,,HEST,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
183,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,1,,30,1.6,M,30,,,SEBYTy,ALL,60,6,8,,,,,,,,,,,,,,,,,,,,,,
184,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,2,,30,1.6,M,30,,,SEBYTy,ALL,1,6,6,,,,,,,,,,,,,,,,,,,,,,
185,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,2,,30,1.6,M,30,,,EMLA,ALL,1,10,10,,,,,,,,,,,,,,,,,,,,,,
186,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,2,,30,1.6,M,30,,,EMLA,ALL,1,5,5,,,,,,,,,,,,,,,,,,,,,,
187,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,3,,30,1.6,M,30,,,SEBYTy,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
188,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,3,,30,1.6,M,30,,,OXPI,ALL,1,18,18,,,,,,,,,,,,,,,,,,,,,,
189,2016,8,8,Destruction Island,Kelly Andrews,Steve Lonhart,1,10,BOT,3,,30,1.6,M,30,,,HEDE,ALL,1,20,20,,,,,,,,,,,,,,,,,,,,,,
190,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,1,,23,2.0,M,N,,,SEBYTy,ALL,6,5,7,,,,,,,,,,,,,,,,,,,,,,
191,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,2,,23,2.0,M,N,,,SEBYTy,ALL,9,5,7,,,,,,,,,,,,,,,,,,,,,,
192,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,2,,23,2.0,M,N,,,HEDE,ALL,1,8,8,,,,,,,,,,,,,,,,,,,,,,
193,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,SEBYTy,ALL,10,5,7,,,,,,,,,,,,,,,,,,,,,,
194,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,SEME,ALL,6,25,25,,,,,,,,,,,,,,,,,,,,,,
195,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,SEME,ALL,5,30,30,,,,,,,,,,,,,,,,,,,,,,
196,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,3,,20,2.0,M,N,,,HEDE,ALL,1,12,12,,,,,,,,,,,,,,,,,,,,,,
197,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,4,,21,2.0,M,N,,,SEBYTy,ALL,3,5,7,,,,,,,,,,,,,,,,,,,,,,
198,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,4,,21,2.0,M,N,,,HEDE,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
199,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,5,,18,2.0,M,N,,,SEBYTy,ALL,25,5,7,,,,,,,,,,,,,,,,,,,,,,
200,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,5,,18,2.0,M,N,,,HEDE,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
201,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,6,,18,2.0,M,N,,,SEBYTy,ALL,6,5,7,,,,,,,,,,,,,,,,,,,,,,
202,2016,8,9,Cape Johnson,Greg Williams,Chris Harvey,1,10,BOT,6,,18,2.0,M,N,,,COTT,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
203,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEME,ALL,22,8,8,,,,,,,,,,,,,,,,,,,,,,
204,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEME,ALL,2,27,27,,,,,,,,,,,,,,,,,,,,,,
205,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEME,ALL,1,32,32,,,,,,,,,,,,,,,,,,,,,,
206,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,EMLA,ALL,1,28,28,,,,,,,,,,,,,,,,,,,,,,
207,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEFL,ALL,20,6,6,,,,,,,,,,,,,,,,,,,,,,
208,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,SEMY,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
209,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,1,,12,2.0,L,N,,,HEDE,ALL,1,12,12,,,,,,,,,,,,,,,,,,,,,,
210,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,SEME,ALL,21,6,6,,,,,,,,,,,,,,,,,,,,,,
211,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,SEME,ALL,1,31,31,,,,,,,,,,,,,,,,,,,,,,
212,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,SEME,ALL,1,36,36,,,,,,,,,,,,,,,,,,,,,,
213,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,EMLA,ALL,1,31,31,,,,,,,,,,,,,,,,,,,,,,
214,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,HEDE,ALL,1,12,12,,,,,,,,,,,,,,,,,,,,,,
215,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,2,,10,2.0,L,N,,,HEDE,ALL,1,30,30,,,,,,,,,,,,,,,,,,,,,,
216,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,3,,12,2.0,L,N,,,EMLA,ALL,1,28,28,,,,,,,,,,,,,,,,,,,,,,
217,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,4,,11,2.0,L,N,,,SEME,ALL,5,6,7,,,,,,,,,,,,,,,,,,,,,,
218,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,4,,11,2.0,L,N,,,HEDE,ALL,1,28,28,,,,,,,,,,,,,,,,,,,,,,
219,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,4,,11,2.0,L,N,,,HEDE,ALL,1,36,36,,,,,,,,,,,,,,,,,,,,,,
220,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,5,,13,1.6,L,N,,,SEME,ALL,17,6,7,,,,,,,,,,,,,,,,,,,,,,
221,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,5,,13,1.6,L,N,,,SEMY,ALL,1,7,7,,,,,,,,,,,,,,,,,,,,,,
222,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,5,,13,1.6,L,N,,,HEDE,ALL,1,36,36,,,,,,,,,,,,,,,,,,,,,,
223,2016,8,9,Cape Johnson,Steve Lonhart,Kelly Andrews,1,5,BOT,6,,12,1.6,L,N,,,SEME,ALL,19,5,7,,,,,,,,,,,,,,,,,,,,,,
224,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,18,2.0,L,90,,,SEME,ALL,18,6,9,,,,,,,,,,,,,,,,,,,,,,
225,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,18,2.0,L,90,,,SEFL,ALL,9,6,6,,,,,,,,,,,,,,,,,,,,,,
226,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,18,2.0,L,90,,,EMLA,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
227,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,18,2.0,L,90,,,SEPIy,ALL,5,5,5,,,,,,,,,,,,,,,,,,,,,,
228,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,1,,18,2.0,L,90,,,AUFL,ALL,2,6,6,,,,,,,,,,,,,,,,,,,,,,
229,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,17,2.0,L,90,,,SEME,ALL,9,6,8,,,,,,,,,,,,,,,,,,,,,,
230,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,17,2.0,L,90,,,SEFL,ALL,11,6,8,,,,,,,,,,,,,,,,,,,,,,
231,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,17,2.0,L,90,,,EMLA,ALL,1,9,9,,,,,,,,,,,,,,,,,,,,,,
232,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,2,,17,2.0,L,90,,,EMLA,ALL,1,24,24,,,,,,,,,,,,,,,,,,,,,,
233,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,16,2.0,L,90,,,SEME,ALL,2,6,6,,,,,,,,,,,,,,,,,,,,,,
234,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,16,2.0,L,90,,,SEFL,ALL,12,6,6,,,,,,,,,,,,,,,,,,,,,,
235,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,16,2.0,L,90,,,EMLA,ALL,1,27,27,,,,,,,,,,,,,,,,,,,,,,
236,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,3,,16,2.0,L,90,,,AUFL,ALL,78,7,12,,,,,,,,,,,,,,,,,,,,,,
237,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,2.0,L,90,,,SEME,ALL,10,6,7,,,,,,,,,,,,,,,,,,,,,,
238,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,2.0,L,90,,,SEFL,ALL,2,6,6,,,,,,,,,,,,,,,,,,,,,,
239,2016,8,12,Neah Bay,Steve Lonhart,Kinsey Frick,1,5,BOT,4,,15,2.0,L,90,,,HELA,ALL,1,22,22,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
