"","site","transect","observer","common.name","species","size_class","year","Count"
"1499","Tatoosh Island",2,"NT","unidentified fish","UNID",NA,2015,0
"1500","Tatoosh Island",2,"NT","whitespotted greenling","HEST",NA,2015,0
"1501","Tatoosh Island",2,"NT","yellowtail rockfish","SEFL","large",2015,0
"1502","Tatoosh Island",2,"NT","yellowtail rockfish","SEFL","small",2015,0
"1503","Tatoosh Island",2,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"1504","Tatoosh Island",2,"NT",NA,"AMHE",NA,2015,0
"1505","Teahwhit Head",1,"GW","Black rockfish","SEME","large",2015,0
"1506","Teahwhit Head",1,"GW","Blackeye goby","RHNI",NA,2015,0
"1507","Teahwhit Head",1,"GW","Buffalo sculpin","ENBI",NA,2015,0
"1508","Teahwhit Head",1,"GW","Cabezon","SCMA",NA,2015,0
"1509","Teahwhit Head",1,"GW","Copper rockfish","SECA","large",2015,0
"1510","Teahwhit Head",1,"GW","Great sculpin","MYOP",NA,2015,0
"1511","Teahwhit Head",1,"GW","Kelp greenling","HEDE",NA,2015,0
"1512","Teahwhit Head",1,"GW","Lingcod","OPEL",NA,2015,0
"1513","Teahwhit Head",1,"GW","Painted greenling","OXPI",NA,2015,0
"1514","Teahwhit Head",1,"GW","Quillback rockfish","SEMA","large",2015,0
"1515","Teahwhit Head",1,"GW","Red Irish Lord","HEHE",NA,2015,0
"1516","Teahwhit Head",1,"GW","Rock greenling","HELA",NA,2015,1
"1517","Teahwhit Head",1,"GW","Striped seaperch","EMLA",NA,2015,0
"1518","Teahwhit Head",1,"GW","Tubesnout","AUFL",NA,2015,0
"1519","Teahwhit Head",1,"GW","YOY rockfish (black dorsal spots)","RYOY","small",2015,1
"1520","Teahwhit Head",1,"GW","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1521","Teahwhit Head",1,"GW","black rockfish","SEME","small",2015,0
"1522","Teahwhit Head",1,"GW","blue rockfish","SEMY","large",2015,0
"1523","Teahwhit Head",1,"GW","blue rockfish","SEMY","small",2015,0
"1524","Teahwhit Head",1,"GW","c-o sole","PLCO",NA,2015,0
"1525","Teahwhit Head",1,"GW","canary rockfish","SEPI","large",2015,0
"1526","Teahwhit Head",1,"GW","canary rockfish","SEPI","small",2015,0
"1527","Teahwhit Head",1,"GW","china rockfish","SENE","large",2015,0
"1528","Teahwhit Head",1,"GW","china rockfish","SENE","small",2015,0
"1529","Teahwhit Head",1,"GW","copper rockfish","SECA","small",2015,0
"1530","Teahwhit Head",1,"GW","greenlings","HEXA",NA,2015,0
"1531","Teahwhit Head",1,"GW","gunnels","PHOL",NA,2015,0
"1532","Teahwhit Head",1,"GW","herring","CLUP",NA,2015,0
"1533","Teahwhit Head",1,"GW","kelp clingfish","RIMU",NA,2015,0
"1534","Teahwhit Head",1,"GW","longfin sculpin","JOZO",NA,2015,0
"1535","Teahwhit Head",1,"GW","manacled sculpin","SYGI",NA,2015,0
"1536","Teahwhit Head",1,"GW","mosshead warbonnet","CHNU",NA,2015,0
"1537","Teahwhit Head",1,"GW","no_transect_no_data","NO_DATA",NA,2015,0
"1538","Teahwhit Head",1,"GW","pile perch","RHVA",NA,2015,0
"1539","Teahwhit Head",1,"GW","quillback rockfish","SEMA","small",2015,0
"1540","Teahwhit Head",1,"GW","rockfish","SEBSPP","large",2015,0
"1541","Teahwhit Head",1,"GW","rockfish","SEBSPP","small",2015,0
"1542","Teahwhit Head",1,"GW","sanddabs","CITH",NA,2015,0
"1543","Teahwhit Head",1,"GW","scalyhead sculpin","ARHA",NA,2015,0
"1544","Teahwhit Head",1,"GW","sculpin","COTT",NA,2015,2
"1545","Teahwhit Head",1,"GW","surfperch","EMBI",NA,2015,0
"1546","Teahwhit Head",1,"GW","unidentified fish","UNID",NA,2015,0
"1547","Teahwhit Head",1,"GW","whitespotted greenling","HEST",NA,2015,0
"1548","Teahwhit Head",1,"GW","yellowtail rockfish","SEFL","large",2015,0
"1549","Teahwhit Head",1,"GW","yellowtail rockfish","SEFL","small",2015,0
"1550","Teahwhit Head",1,"GW","yellowtail-black yoy","SEBYT","small",2015,0
"1551","Teahwhit Head",1,"GW",NA,"AMHE",NA,2015,0
"1552","Teahwhit Head",1,"KF","Black rockfish","SEME","large",2015,0
"1553","Teahwhit Head",1,"KF","Blackeye goby","RHNI",NA,2015,0
"1554","Teahwhit Head",1,"KF","Buffalo sculpin","ENBI",NA,2015,0
"1555","Teahwhit Head",1,"KF","Cabezon","SCMA",NA,2015,0
"1556","Teahwhit Head",1,"KF","Copper rockfish","SECA","large",2015,0
"1557","Teahwhit Head",1,"KF","Great sculpin","MYOP",NA,2015,1
"1558","Teahwhit Head",1,"KF","Kelp greenling","HEDE",NA,2015,0
"1559","Teahwhit Head",1,"KF","Lingcod","OPEL",NA,2015,0
"1560","Teahwhit Head",1,"KF","Painted greenling","OXPI",NA,2015,0
"1561","Teahwhit Head",1,"KF","Quillback rockfish","SEMA","large",2015,0
"1562","Teahwhit Head",1,"KF","Red Irish Lord","HEHE",NA,2015,0
"1563","Teahwhit Head",1,"KF","Rock greenling","HELA",NA,2015,0
"1564","Teahwhit Head",1,"KF","Striped seaperch","EMLA",NA,2015,0
"1565","Teahwhit Head",1,"KF","Tubesnout","AUFL",NA,2015,0
"1566","Teahwhit Head",1,"KF","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1567","Teahwhit Head",1,"KF","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1568","Teahwhit Head",1,"KF","black rockfish","SEME","small",2015,0
"1569","Teahwhit Head",1,"KF","blue rockfish","SEMY","large",2015,0
"1570","Teahwhit Head",1,"KF","blue rockfish","SEMY","small",2015,0
"1571","Teahwhit Head",1,"KF","c-o sole","PLCO",NA,2015,0
"1572","Teahwhit Head",1,"KF","canary rockfish","SEPI","large",2015,0
"1573","Teahwhit Head",1,"KF","canary rockfish","SEPI","small",2015,0
"1574","Teahwhit Head",1,"KF","china rockfish","SENE","large",2015,0
"1575","Teahwhit Head",1,"KF","china rockfish","SENE","small",2015,0
"1576","Teahwhit Head",1,"KF","copper rockfish","SECA","small",2015,0
"1577","Teahwhit Head",1,"KF","greenlings","HEXA",NA,2015,0
"1578","Teahwhit Head",1,"KF","gunnels","PHOL",NA,2015,0
"1579","Teahwhit Head",1,"KF","herring","CLUP",NA,2015,0
"1580","Teahwhit Head",1,"KF","kelp clingfish","RIMU",NA,2015,0
"1581","Teahwhit Head",1,"KF","longfin sculpin","JOZO",NA,2015,0
"1582","Teahwhit Head",1,"KF","manacled sculpin","SYGI",NA,2015,0
"1583","Teahwhit Head",1,"KF","mosshead warbonnet","CHNU",NA,2015,0
"1584","Teahwhit Head",1,"KF","no_transect_no_data","NO_DATA",NA,2015,0
"1585","Teahwhit Head",1,"KF","pile perch","RHVA",NA,2015,0
"1586","Teahwhit Head",1,"KF","quillback rockfish","SEMA","small",2015,0
"1587","Teahwhit Head",1,"KF","rockfish","SEBSPP","large",2015,0
"1588","Teahwhit Head",1,"KF","rockfish","SEBSPP","small",2015,0
"1589","Teahwhit Head",1,"KF","sanddabs","CITH",NA,2015,0
"1590","Teahwhit Head",1,"KF","scalyhead sculpin","ARHA",NA,2015,0
"1591","Teahwhit Head",1,"KF","sculpin","COTT",NA,2015,0
"1592","Teahwhit Head",1,"KF","surfperch","EMBI",NA,2015,0
"1593","Teahwhit Head",1,"KF","unidentified fish","UNID",NA,2015,0
"1594","Teahwhit Head",1,"KF","whitespotted greenling","HEST",NA,2015,0
"1595","Teahwhit Head",1,"KF","yellowtail rockfish","SEFL","large",2015,0
"1596","Teahwhit Head",1,"KF","yellowtail rockfish","SEFL","small",2015,0
"1597","Teahwhit Head",1,"KF","yellowtail-black yoy","SEBYT","small",2015,0
"1598","Teahwhit Head",1,"KF",NA,"AMHE",NA,2015,0
"1599","Teahwhit Head",1,"NT","Black rockfish","SEME","large",2015,0
"1600","Teahwhit Head",1,"NT","Blackeye goby","RHNI",NA,2015,0
"1601","Teahwhit Head",1,"NT","Buffalo sculpin","ENBI",NA,2015,0
"1602","Teahwhit Head",1,"NT","Cabezon","SCMA",NA,2015,0
"1603","Teahwhit Head",1,"NT","Copper rockfish","SECA","large",2015,0
"1604","Teahwhit Head",1,"NT","Great sculpin","MYOP",NA,2015,0
"1605","Teahwhit Head",1,"NT","Kelp greenling","HEDE",NA,2015,1
"1606","Teahwhit Head",1,"NT","Lingcod","OPEL",NA,2015,0
"1607","Teahwhit Head",1,"NT","Painted greenling","OXPI",NA,2015,0
"1608","Teahwhit Head",1,"NT","Quillback rockfish","SEMA","large",2015,0
"1609","Teahwhit Head",1,"NT","Red Irish Lord","HEHE",NA,2015,0
"1610","Teahwhit Head",1,"NT","Rock greenling","HELA",NA,2015,0
"1611","Teahwhit Head",1,"NT","Striped seaperch","EMLA",NA,2015,0
"1612","Teahwhit Head",1,"NT","Tubesnout","AUFL",NA,2015,0
"1613","Teahwhit Head",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0
"1614","Teahwhit Head",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1615","Teahwhit Head",1,"NT","black rockfish","SEME","small",2015,0
"1616","Teahwhit Head",1,"NT","blue rockfish","SEMY","large",2015,0
"1617","Teahwhit Head",1,"NT","blue rockfish","SEMY","small",2015,0
"1618","Teahwhit Head",1,"NT","c-o sole","PLCO",NA,2015,0
"1619","Teahwhit Head",1,"NT","canary rockfish","SEPI","large",2015,0
"1620","Teahwhit Head",1,"NT","canary rockfish","SEPI","small",2015,0
"1621","Teahwhit Head",1,"NT","china rockfish","SENE","large",2015,0
"1622","Teahwhit Head",1,"NT","china rockfish","SENE","small",2015,0
"1623","Teahwhit Head",1,"NT","copper rockfish","SECA","small",2015,0
"1624","Teahwhit Head",1,"NT","greenlings","HEXA",NA,2015,0
"1625","Teahwhit Head",1,"NT","gunnels","PHOL",NA,2015,0
"1626","Teahwhit Head",1,"NT","herring","CLUP",NA,2015,0
"1627","Teahwhit Head",1,"NT","kelp clingfish","RIMU",NA,2015,0
"1628","Teahwhit Head",1,"NT","longfin sculpin","JOZO",NA,2015,0
"1629","Teahwhit Head",1,"NT","manacled sculpin","SYGI",NA,2015,0
"1630","Teahwhit Head",1,"NT","mosshead warbonnet","CHNU",NA,2015,0
"1631","Teahwhit Head",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0
"1632","Teahwhit Head",1,"NT","pile perch","RHVA",NA,2015,0
"1633","Teahwhit Head",1,"NT","quillback rockfish","SEMA","small",2015,0
"1634","Teahwhit Head",1,"NT","rockfish","SEBSPP","large",2015,0
"1635","Teahwhit Head",1,"NT","rockfish","SEBSPP","small",2015,0
"1636","Teahwhit Head",1,"NT","sanddabs","CITH",NA,2015,0
"1637","Teahwhit Head",1,"NT","scalyhead sculpin","ARHA",NA,2015,0
"1638","Teahwhit Head",1,"NT","sculpin","COTT",NA,2015,0
"1639","Teahwhit Head",1,"NT","surfperch","EMBI",NA,2015,0
"1640","Teahwhit Head",1,"NT","unidentified fish","UNID",NA,2015,0
"1641","Teahwhit Head",1,"NT","whitespotted greenling","HEST",NA,2015,0
"1642","Teahwhit Head",1,"NT","yellowtail rockfish","SEFL","large",2015,0
"1643","Teahwhit Head",1,"NT","yellowtail rockfish","SEFL","small",2015,0
"1644","Teahwhit Head",1,"NT","yellowtail-black yoy","SEBYT","small",2015,0
"1645","Teahwhit Head",1,"NT",NA,"AMHE",NA,2015,0
"1646","Teahwhit Head",2,"GW","Black rockfish","SEME","large",2015,0
"1647","Teahwhit Head",2,"GW","Blackeye goby","RHNI",NA,2015,0
"1648","Teahwhit Head",2,"GW","Buffalo sculpin","ENBI",NA,2015,1
"1649","Teahwhit Head",2,"GW","Cabezon","SCMA",NA,2015,0
"1650","Teahwhit Head",2,"GW","Copper rockfish","SECA","large",2015,0
"1651","Teahwhit Head",2,"GW","Great sculpin","MYOP",NA,2015,0
"1652","Teahwhit Head",2,"GW","Kelp greenling","HEDE",NA,2015,0
"1653","Teahwhit Head",2,"GW","Lingcod","OPEL",NA,2015,0
"1654","Teahwhit Head",2,"GW","Painted greenling","OXPI",NA,2015,0
"1655","Teahwhit Head",2,"GW","Quillback rockfish","SEMA","large",2015,0
"1656","Teahwhit Head",2,"GW","Red Irish Lord","HEHE",NA,2015,0
"1657","Teahwhit Head",2,"GW","Rock greenling","HELA",NA,2015,0
"1658","Teahwhit Head",2,"GW","Striped seaperch","EMLA",NA,2015,0
"1659","Teahwhit Head",2,"GW","Tubesnout","AUFL",NA,2015,0
"1660","Teahwhit Head",2,"GW","YOY rockfish (black dorsal spots)","RYOY","small",2015,3
"1661","Teahwhit Head",2,"GW","bait-sardines-anchovy","BAITBALL",NA,2015,0
"1662","Teahwhit Head",2,"GW","black rockfish","SEME","small",2015,0
"1663","Teahwhit Head",2,"GW","blue rockfish","SEMY","large",2015,0
"1664","Teahwhit Head",2,"GW","blue rockfish","SEMY","small",2015,0
"1665","Teahwhit Head",2,"GW","c-o sole","PLCO",NA,2015,0
"1666","Teahwhit Head",2,"GW","canary rockfish","SEPI","large",2015,0
"1667","Teahwhit Head",2,"GW","canary rockfish","SEPI","small",2015,0
"1668","Teahwhit Head",2,"GW","china rockfish","SENE","large",2015,0
"1669","Teahwhit Head",2,"GW","china rockfish","SENE","small",2015,0
"1670","Teahwhit Head",2,"GW","copper rockfish","SECA","small",2015,0
"1671","Teahwhit Head",2,"GW","greenlings","HEXA",NA,2015,0
"1672","Teahwhit Head",2,"GW","gunnels","PHOL",NA,2015,0
"1673","Teahwhit Head",2,"GW","herring","CLUP",NA,2015,0
"1674","Teahwhit Head",2,"GW","kelp clingfish","RIMU",NA,2015,0
"1675","Teahwhit Head",2,"GW","longfin sculpin","JOZO",NA,2015,0
"1676","Teahwhit Head",2,"GW","manacled sculpin","SYGI",NA,2015,0
"1677","Teahwhit Head",2,"GW","mosshead warbonnet","CHNU",NA,2015,0
"1678","Teahwhit Head",2,"GW","no_transect_no_data","NO_DATA",NA,2015,0
"1679","Teahwhit Head",2,"GW","pile perch","RHVA",NA,2015,0
"1680","Teahwhit Head",2,"GW","quillback rockfish","SEMA","small",2015,0
"1681","Teahwhit Head",2,"GW","rockfish","SEBSPP","large",2015,0
"1682","Teahwhit Head",2,"GW","rockfish","SEBSPP","small",2015,0
"1683","Teahwhit Head",2,"GW","sanddabs","CITH",NA,2015,0
"1684","Teahwhit Head",2,"GW","scalyhead sculpin","ARHA",NA,2015,0
"1685","Teahwhit Head",2,"GW","sculpin","COTT",NA,2015,1
"1686","Teahwhit Head",2,"GW","surfperch","EMBI",NA,2015,0
"1687","Teahwhit Head",2,"GW","unidentified fish","UNID",NA,2015,0
"1688","Teahwhit Head",2,"GW","whitespotted greenling","HEST",NA,2015,0
"1689","Teahwhit Head",2,"GW","yellowtail rockfish","SEFL","large",2015,0
"1690","Teahwhit Head",2,"GW","yellowtail rockfish","SEFL","small",2015,0
"1691","Teahwhit Head",2,"GW","yellowtail-black yoy","SEBYT","small",2015,0
"1692","Teahwhit Head",2,"GW",NA,"AMHE",NA,2015,0
