"entry.order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","TRANSECT","HEADING","DEPTH..M.","DEPTH..FT.","SEGMENT","CATEGORY","CLASSCODE","COUNT","Cntrl.a","notes","problems"
181,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,4,NA,NA,34,"20-30m","RELIEF","1m-2m",1,NA,NA,NA
182,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,4,NA,NA,34,"20-30m","COVER","BRANCH",3,NA,NA,NA
183,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,4,NA,NA,34,"20-30m","COVER","CRUCOR",1,NA,NA,NA
184,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,4,NA,NA,34,"20-30m","COVER","BROWNUN",6,NA,NA,NA
185,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",9,NA,NA,NA
186,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"0-10m","SUBSTRATE","BOULD",1,NA,NA,NA
187,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"0-10m","RELIEF","0-10cm",4,NA,NA,NA
188,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"0-10m","RELIEF","10cm-1m",6,NA,NA,NA
189,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"0-10m","COVER","BRANCH",2,NA,NA,NA
190,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"0-10m","COVER","BROWNUN",8,NA,NA,NA
191,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
192,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"10-20m","RELIEF","10cm-1m",10,NA,NA,NA
193,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"10-20m","COVER","BRANCH",2,NA,NA,NA
194,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"10-20m","COVER","LACY",1,NA,NA,NA
195,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"10-20m","COVER","BROWNUN",7,NA,NA,NA
196,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",8,NA,NA,NA
197,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","SUBSTRATE","BOULD",1,NA,NA,NA
198,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","SUBSTRATE","SAND",1,NA,NA,NA
199,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","RELIEF","0-10cm",2,NA,NA,NA
200,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","RELIEF","10cm-1m",5,NA,NA,NA
201,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","RELIEF","1m-2m",3,NA,NA,NA
202,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","COVER","BARSAN",1,NA,NA,NA
203,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","COVER","BRANCH",3,NA,NA,NA
204,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","COVER","LEAFYRED",1,NA,NA,NA
205,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","COVER","LACY",1,NA,NA,NA
206,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,5,NA,NA,30,"20-30m","COVER","BROWNUN",4,NA,NA,NA
207,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
208,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"0-10m","RELIEF","0-10cm",9,NA,NA,NA
209,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"0-10m","RELIEF","10cm-1m",1,NA,NA,NA
210,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"0-10m","COVER","BRANCH",3,NA,NA,NA
211,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"0-10m","COVER","CRUCOR",3,NA,NA,NA
212,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"0-10m","COVER","BROWNUN",4,NA,NA,NA
213,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
214,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"10-20m","RELIEF","0-10cm",7,NA,NA,NA
215,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"10-20m","RELIEF","10cm-1m",3,NA,NA,NA
216,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"10-20m","COVER","BRANCH",2,NA,NA,NA
217,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"10-20m","COVER","LACY",2,NA,NA,NA
218,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"10-20m","COVER","BROWNUN",6,NA,NA,NA
219,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","SUBSTRATE","BEDRK",8,NA,NA,NA
220,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","SUBSTRATE","SAND",2,NA,NA,NA
221,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","RELIEF","0-10cm",7,NA,NA,NA
222,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","RELIEF","10cm-1m",2,NA,NA,NA
223,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","RELIEF","1m-2m",1,NA,NA,NA
224,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","COVER","BARSAN",2,NA,NA,NA
225,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","COVER","BRANCH",1,NA,NA,NA
226,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","COVER","LACY",1,NA,NA,NA
227,2016,8,12,"Neah Bay","Chris Harvey","Greg Williams",1,10,6,NA,NA,31,"20-30m","COVER","BROWNUN",6,NA,NA,NA
228,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
229,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","RELIEF","10cm-1m",10,NA,NA,NA
230,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","COVER","SHELL",1,NA,NA,NA
231,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","COVER","BRANCH",4,NA,NA,NA
232,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","COVER","LEAFYRED",1,NA,NA,NA
233,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","COVER","CUPCOR",1,NA,NA,NA
234,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","COVER","HYDROID",2,NA,NA,NA
235,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"0-10m","COVER","CRUCOR",1,NA,NA,NA
236,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
237,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"10-20m","RELIEF","10cm-1m",10,NA,NA,NA
238,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"10-20m","COVER","SHELL",1,NA,NA,NA
239,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"10-20m","COVER","BRANCH",3,NA,NA,NA
240,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"10-20m","COVER","BROWNUN",1,NA,NA,NA
241,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"10-20m","COVER","CRUCOR",2,NA,NA,NA
242,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"10-20m","COVER","BARNAC",3,NA,NA,NA
243,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
244,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"20-30m","RELIEF","10cm-1m",10,NA,NA,NA
245,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"20-30m","COVER","BRANCH",6,NA,NA,NA
246,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"20-30m","COVER","BRYO",1,NA,NA,NA
247,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,1,NA,NA,33,"20-30m","COVER","BARNAC",3,NA,NA,NA
248,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
249,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"0-10m","RELIEF","10cm-1m",9,NA,NA,NA
250,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"0-10m","RELIEF","1m-2m",1,NA,NA,NA
251,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"0-10m","COVER","BRANCH",7,NA,NA,NA
252,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"0-10m","COVER","LEAFYRED",2,NA,NA,NA
253,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"0-10m","COVER","CRUCOR",1,NA,NA,NA
254,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
255,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","RELIEF","10cm-1m",2,NA,NA,NA
256,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","RELIEF","1m-2m",4,NA,NA,NA
257,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","RELIEF",">2m",4,NA,NA,NA
258,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","COVER","BRANCH",4,NA,NA,NA
259,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
260,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","COVER","CUPCOR",1,NA,NA,NA
261,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"10-20m","COVER","BARNAC",4,NA,NA,NA
262,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
263,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","RELIEF","10cm-1m",3,NA,NA,NA
264,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","RELIEF","1m-2m",6,NA,NA,NA
265,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","RELIEF",">2m",1,NA,NA,NA
266,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","COVER","BRANCH",5,NA,NA,NA
267,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","COVER","LEAFYRED",1,NA,NA,NA
268,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","COVER","LACY",1,NA,NA,NA
269,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","COVER","SPONGE",1,NA,NA,NA
270,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,2,NA,NA,33,"20-30m","COVER","BARNAC",2,NA,NA,NA
271,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
272,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"0-10m","RELIEF","10cm-1m",6,NA,NA,NA
273,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"0-10m","RELIEF","1m-2m",1,NA,NA,NA
274,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"0-10m","RELIEF",">2m",3,NA,NA,NA
275,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"0-10m","COVER","BRANCH",5,NA,NA,NA
276,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"0-10m","COVER","BARNAC",5,NA,NA,NA
277,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
278,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","RELIEF","10cm-1m",10,NA,NA,NA
279,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","COVER","SHELL",2,NA,NA,NA
280,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","COVER","BRANCH",2,NA,NA,NA
281,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","COVER","LEAFYRED",1,NA,NA,NA
282,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","COVER","BROWNUN",1,NA,NA,NA
283,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","COVER","BARNAC",3,NA,NA,NA
284,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"10-20m","COVER","SOLTUN",1,NA,NA,NA
285,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
286,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","RELIEF","10cm-1m",4,NA,NA,NA
287,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","RELIEF","1m-2m",1,NA,NA,NA
288,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","RELIEF",">2m",5,NA,NA,NA
289,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","COVER","BRANCH",4,NA,NA,NA
290,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","COVER","BIVALVE",1,NA,NA,NA
291,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","COVER","CRUCOR",3,NA,NA,NA
292,2016,8,8,"Destruction Island","Steve Lonhart","Kelly Andrews",1,10,3,NA,NA,33,"20-30m","COVER","BARNAC",2,NA,NA,NA
293,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",7,NA,NA,NA
294,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","SUBSTRATE","BOULD",2,NA,NA,NA
295,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","SUBSTRATE","sand",1,NA,NA,NA
296,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","RELIEF","0-10cm",2,NA,NA,NA
297,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","RELIEF","10cm-1m",1,NA,NA,NA
298,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","RELIEF",">2m",7,NA,NA,NA
299,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","COVER","SHELL",1,NA,NA,NA
300,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","COVER","BRANCH",8,NA,NA,NA
301,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"0-10m","COVER","LACY",1,NA,NA,NA
302,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",6,NA,NA,NA
303,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"10-20m","SUBSTRATE","BOULD",4,NA,NA,NA
304,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"10-20m","RELIEF","1m-2m",1,NA,NA,NA
305,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"10-20m","RELIEF",">2m",9,NA,NA,NA
306,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"10-20m","COVER","SHELL",1,NA,NA,NA
307,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"10-20m","COVER","BRANCH",6,NA,NA,NA
308,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"10-20m","COVER","LACY",3,NA,NA,NA
309,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",7,NA,NA,NA
310,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","SUBSTRATE","BOULD",1,NA,NA,NA
311,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","SUBSTRATE","SAND",2,NA,NA,NA
312,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","RELIEF","0-10cm",2,NA,NA,NA
313,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","RELIEF","1m-2m",3,NA,NA,NA
314,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","RELIEF",">2m",5,NA,NA,NA
315,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","COVER","SHELL",2,NA,NA,NA
316,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","COVER","BARROC",1,NA,NA,NA
317,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","COVER","BRANCH",4,NA,NA,NA
318,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,1,NA,NA,30,"20-30m","COVER","LACY",2,NA,NA,NA
319,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",10,NA,NA,NA
320,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"0-10m","RELIEF","0-10cm",8,NA,NA,NA
321,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"0-10m","RELIEF","10cm-1m",2,NA,NA,NA
322,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"0-10m","COVER","SHELL",4,NA,NA,NA
323,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"0-10m","COVER","BRANCH",4,NA,NA,NA
324,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"0-10m","COVER","LACY",1,NA,NA,NA
325,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"0-10m","COVER","CRUCOR",1,NA,NA,NA
326,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",9,NA,NA,NA
327,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","SUBSTRATE","COB",1,NA,NA,NA
328,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","RELIEF","0-10cm",4,NA,NA,NA
329,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","RELIEF","10cm-1m",2,NA,NA,NA
330,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","RELIEF","1m-2m",3,NA,NA,NA
331,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","RELIEF",">2m",1,NA,NA,NA
332,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","COVER","BRANCH",4,NA,NA,NA
333,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","COVER","SHELL",3,NA,NA,NA
334,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","COVER","LACY",1,NA,NA,NA
335,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","COVER","CRUCOR",1,NA,NA,NA
336,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"10-20m","COVER","ARTCOR",1,NA,NA,NA
337,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","SUBSTRATE","BEDRK",10,NA,NA,NA
338,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","RELIEF","0-10cm",3,NA,NA,NA
339,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","RELIEF",">2m",7,NA,NA,NA
340,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","COVER","BARROC",2,NA,NA,NA
341,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","COVER","BRANCH",3,NA,NA,NA
342,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","COVER","LACY",1,NA,NA,NA
343,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","COVER","CRUCOR",1,NA,NA,NA
344,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","COVER","ARTCOR",1,NA,NA,NA
345,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","COVER","BRYO",1,NA,NA,NA
346,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,2,NA,NA,30,"20-30m","COVER","SPONGE",1,NA,NA,NA
347,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","SUBSTRATE","BEDRK",7,NA,NA,NA
348,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","SUBSTRATE","COB",2,NA,NA,NA
349,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","SUBSTRATE","SAND",1,NA,NA,NA
350,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","RELIEF","0-10cm",4,NA,NA,NA
351,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","RELIEF",">2m",6,NA,NA,NA
352,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","COVER","BARSAN",1,NA,NA,NA
353,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","COVER","SHELL",1,NA,NA,NA
354,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","COVER","BRANCH",4,NA,NA,NA
355,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","COVER","LACY",1,NA,NA,NA
356,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","COVER","CRUCOR",2,NA,NA,NA
357,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"0-10m","COVER","SPONGE",1,NA,NA,NA
358,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"10-20m","SUBSTRATE","BEDRK",10,NA,NA,NA
359,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"10-20m","RELIEF","0-10cm",1,NA,NA,NA
360,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"10-20m","RELIEF","1m-2m",1,NA,NA,NA
361,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"10-20m","RELIEF",">2m",8,NA,NA,NA
362,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"10-20m","COVER","SHELL",1,NA,NA,NA
363,2016,8,8,"Destruction Island","Chris Harvey","Greg Williams",2,10,3,NA,NA,30,"10-20m","COVER","BRANCH",4,NA,NA,NA
