"sort_order","YEAR","MONTH","DAY","SITE","OBSERVER","BUDDY","SIDE","ZONE","LEVEL","TRANSECT","DEPTH_M","DEPTH_FT","VIS_M","SURGE","HEADING","TEMP_C","TEMP_F","SPECIES","SEGMENT","QUANTITY","SIZE..MIN.","SIZE..MAX.","Notes"
161,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",3,NA,28,5,"M","NW",NA,NA,"OPEL","ALL",1,55,55,NA
162,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",3,NA,28,5,"M","NW",NA,NA,"HEDE","ALL",1,45,45,NA
163,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"SEBYT","ALL",53,6,8,NA
164,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"SEMY","ALL",1,8,8,NA
165,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"HEDE","ALL",1,10,10,NA
166,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"HEDE","ALL",1,40,40,NA
167,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"HEDE","ALL",1,20,20,NA
168,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"HEDE","ALL",1,45,45,NA
169,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"HEDE","ALL",1,25,25,NA
170,2016,8,11,"Tatoosh Island","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,28,5,"M","NW",NA,NA,"HEDE","ALL",1,50,50,NA
171,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",5,"BOT",1,NA,15,1.5,"M","NE",NA,NA,"SEBYT","ALL",147,6,8,NA
172,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",5,"BOT",2,NA,15,1.5,"M","NE",NA,NA,"SEBYT","ALL",182,6,8,NA
173,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",5,"BOT",2,NA,15,1.5,"M","NE",NA,NA,"EMLA","ALL",1,7,7,NA
174,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",5,"BOT",3,NA,15,1.5,"M","NE",NA,NA,"SEBYT","ALL",68,6,8,NA
175,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","1.0",5,"BOT",1,NA,15,1.5,"H","NE",NA,NA,"SEBYT","ALL",3,6,8,"additional transects aborted for surge and visibility reasons"
176,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",10,"BOT",1,NA,30,2,"M","NE",NA,NA,"SEBYT","ALL",99,6,8,NA
177,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",10,"BOT",1,NA,30,2,"M","NE",NA,NA,"HEDE","ALL",1,8,8,NA
178,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",10,"BOT",2,NA,30,2,"M","NE",NA,NA,"SEBYT","ALL",54,6,8,NA
179,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",10,"BOT",2,NA,30,2,"M","NE",NA,NA,"HEHE","ALL",1,8,8,NA
180,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",10,"BOT",2,NA,30,2,"M","NE",NA,NA,"HEDE","ALL",2,8,10,NA
181,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",10,"BOT",3,NA,30,2,"M","NE",NA,NA,"SEBYT","ALL",72,6,8,NA
181,2016,8,8,"Destruction Island","Greg Williams","Chris Harvey","2.0",10,"BOT",3,NA,30,2,"M","NE",NA,NA,"HEST","ALL",1,8,8,NA
183,2016,8,8,"Destruction Island","Kelly Andrews","Steve Lonhart","1.0",10,"BOT",1,NA,30,1.6,"M","30.0",NA,NA,"SEBYT","ALL",60,6,8,NA
184,2016,8,8,"Destruction Island","Kelly Andrews","Steve Lonhart","1.0",10,"BOT",2,NA,30,1.6,"M","30.0",NA,NA,"SEBYT","ALL",1,6,6,NA
185,2016,8,8,"Destruction Island","Kelly Andrews","Steve Lonhart","1.0",10,"BOT",2,NA,30,1.6,"M","30.0",NA,NA,"EMLA","ALL",1,10,10,NA
186,2016,8,8,"Destruction Island","Kelly Andrews","Steve Lonhart","1.0",10,"BOT",2,NA,30,1.6,"M","30.0",NA,NA,"EMLA","ALL",1,5,5,NA
187,2016,8,8,"Destruction Island","Kelly Andrews","Steve Lonhart","1.0",10,"BOT",3,NA,30,1.6,"M","30.0",NA,NA,"SEBYT","ALL",1,8,8,NA
188,2016,8,8,"Destruction Island","Kelly Andrews","Steve Lonhart","1.0",10,"BOT",3,NA,30,1.6,"M","30.0",NA,NA,"OXPI","ALL",1,18,18,NA
189,2016,8,8,"Destruction Island","Kelly Andrews","Steve Lonhart","1.0",10,"BOT",3,NA,30,1.6,"M","30.0",NA,NA,"HEDE","ALL",1,20,20,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",1,NA,23,2,"M","N",NA,NA,"SEBYT","ALL",6,5,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",2,NA,23,2,"M","N",NA,NA,"SEBYT","ALL",9,5,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",2,NA,23,2,"M","N",NA,NA,"HEDE","ALL",1,8,8,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",3,NA,20,2,"M","N",NA,NA,"SEBYT","ALL",10,5,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",3,NA,20,2,"M","N",NA,NA,"SEME","ALL",6,25,25,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",3,NA,20,2,"M","N",NA,NA,"SEME","ALL",5,30,30,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",3,NA,20,2,"M","N",NA,NA,"HEDE","ALL",1,12,12,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,21,2,"M","N",NA,NA,"SEBYT","ALL",3,5,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",4,NA,21,2,"M","N",NA,NA,"HEDE","ALL",1,7,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",5,NA,18,2,"M","N",NA,NA,"SEBYT","ALL",25,5,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",5,NA,18,2,"M","N",NA,NA,"HEDE","ALL",1,7,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",6,NA,18,2,"M","N",NA,NA,"SEBYT","ALL",6,5,7,NA
181,2016,8,9,"Cape Johnson","Greg Williams","Chris Harvey","1.0",10,"BOT",6,NA,18,2,"M","N",NA,NA,"COTT","ALL",1,7,7,NA
203,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",1,NA,12,2,"L","N",NA,NA,"SEME","ALL",22,8,8,NA
204,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",1,NA,12,2,"L","N",NA,NA,"SEME","ALL",2,27,27,NA
205,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",1,NA,12,2,"L","N",NA,NA,"SEME","ALL",1,32,32,NA
206,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",1,NA,12,2,"L","N",NA,NA,"EMLA","ALL",1,28,28,NA
207,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",1,NA,12,2,"L","N",NA,NA,"SEFL","ALL",20,6,6,NA
208,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",1,NA,12,2,"L","N",NA,NA,"SEMY","ALL",1,7,7,NA
209,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",1,NA,12,2,"L","N",NA,NA,"HEDE","ALL",1,12,12,NA
210,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",2,NA,10,2,"L","N",NA,NA,"SEME","ALL",21,6,6,NA
211,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",2,NA,10,2,"L","N",NA,NA,"SEME","ALL",1,31,31,NA
212,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",2,NA,10,2,"L","N",NA,NA,"SEME","ALL",1,36,36,NA
213,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",2,NA,10,2,"L","N",NA,NA,"EMLA","ALL",1,31,31,NA
214,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",2,NA,10,2,"L","N",NA,NA,"HEDE","ALL",1,12,12,NA
215,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",2,NA,10,2,"L","N",NA,NA,"HEDE","ALL",1,30,30,NA
216,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",3,NA,12,2,"L","N",NA,NA,"EMLA","ALL",1,28,28,NA
217,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",4,NA,11,2,"L","N",NA,NA,"SEME","ALL",5,6,7,NA
218,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",4,NA,11,2,"L","N",NA,NA,"HEDE","ALL",1,28,28,NA
219,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",4,NA,11,2,"L","N",NA,NA,"HEDE","ALL",1,36,36,NA
220,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",5,NA,13,1.6,"L","N",NA,NA,"SEME","ALL",17,6,7,NA
221,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",5,NA,13,1.6,"L","N",NA,NA,"SEMY","ALL",1,7,7,NA
222,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",5,NA,13,1.6,"L","N",NA,NA,"HEDE","ALL",1,36,36,NA
223,2016,8,9,"Cape Johnson","Steve Lonhart","Kelly Andrews","1.0",5,"BOT",6,NA,12,1.6,"L","N",NA,NA,"SEME","ALL",19,5,7,NA
224,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",1,NA,18,2,"L","90.0",NA,NA,"SEME","ALL",18,6,9,NA
225,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",1,NA,18,2,"L","90.0",NA,NA,"SEFL","ALL",9,6,6,NA
226,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",1,NA,18,2,"L","90.0",NA,NA,"EMLA","ALL",1,9,9,NA
227,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",1,NA,18,2,"L","90.0",NA,NA,"SEPI","ALL",5,5,5,NA
228,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",1,NA,18,2,"L","90.0",NA,NA,"AUFL","ALL",2,6,6,NA
229,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",2,NA,17,2,"L","90.0",NA,NA,"SEME","ALL",9,6,8,NA
230,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",2,NA,17,2,"L","90.0",NA,NA,"SEFL","ALL",11,6,8,NA
231,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",2,NA,17,2,"L","90.0",NA,NA,"EMLA","ALL",1,9,9,NA
232,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",2,NA,17,2,"L","90.0",NA,NA,"EMLA","ALL",1,24,24,NA
233,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",3,NA,16,2,"L","90.0",NA,NA,"SEME","ALL",2,6,6,NA
234,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",3,NA,16,2,"L","90.0",NA,NA,"SEFL","ALL",12,6,6,NA
235,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",3,NA,16,2,"L","90.0",NA,NA,"EMLA","ALL",1,27,27,NA
236,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",3,NA,16,2,"L","90.0",NA,NA,"AUFL","ALL",78,7,12,NA
237,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",4,NA,15,2,"L","90.0",NA,NA,"SEME","ALL",10,6,7,NA
238,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",4,NA,15,2,"L","90.0",NA,NA,"SEFL","ALL",2,6,6,NA
239,2016,8,12,"Neah Bay","Steve Lonhart","Kinsey Frick","1.0",5,"BOT",4,NA,15,2,"L","90.0",NA,NA,"HELA","ALL",1,22,22,NA
240,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",1,NA,30,5,"L","30.0",NA,NA,"SEME","ALL",7,40,40,NA
241,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",1,NA,30,5,"L","30.0",NA,NA,"SEME","ALL",3,35,35,NA
242,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",1,NA,30,5,"L","30.0",NA,NA,"HEDE","ALL",1,35,35,NA
243,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",1,NA,30,5,"L","30.0",NA,NA,"HEDE","ALL",2,40,40,NA
244,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",1,NA,30,5,"L","30.0",NA,NA,"OPEL","ALL",1,45,45,NA
245,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",2,NA,32,5,"L","30.0",NA,48,"SEME","ALL",3,35,35,NA
246,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",2,NA,32,5,"L","30.0",NA,48,"SEME","ALL",2,40,40,NA
247,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",2,NA,32,5,"L","30.0",NA,48,"SEME","ALL",3,14,14,NA
248,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",2,NA,32,5,"L","30.0",NA,48,"EMLA","ALL",1,35,35,NA
249,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",2,NA,32,5,"L","30.0",NA,48,"HEDE","ALL",3,35,35,NA
250,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",2,NA,32,5,"L","30.0",NA,48,"HEDE","ALL",1,40,40,NA
251,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",2,NA,32,5,"L","30.0",NA,48,"HEDE","ALL",1,45,45,NA
252,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",3,NA,31,5.5,"L","30.0",NA,48,"SEME","ALL",5,35,35,NA
253,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",3,NA,31,5.5,"L","30.0",NA,48,"SEME","ALL",4,40,40,NA
254,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",3,NA,31,5.5,"L","30.0",NA,48,"SEME","ALL",4,45,45,NA
255,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",3,NA,31,5.5,"L","30.0",NA,48,"HEDE","ALL",2,40,40,NA
256,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","2.0",10,"BOT",3,NA,31,5.5,"L","30.0",NA,48,"HEDE","ALL",1,35,35,NA
257,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",1,NA,27,6.7,"L","30.0",NA,50,"SEME","ALL",1,40,40,NA
258,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",1,NA,27,6.7,"L","30.0",NA,50,"HEDE","ALL",1,34,34,NA
259,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",1,NA,27,6.7,"L","30.0",NA,50,"RHNI","ALL",1,12,12,NA
260,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",2,NA,26,6.7,"L","30.0",NA,50,"SEBYT","ALL",1,7,7,NA
261,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",2,NA,26,6.7,"L","30.0",NA,50,"EMLA","ALL",2,25,25,NA
262,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"SEME","ALL",1,30,30,NA
263,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"SEME","ALL",7,35,35,NA
264,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"SEME","ALL",6,40,40,NA
265,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"SEME","ALL",4,50,50,NA
266,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"EMLA","ALL",1,25,25,NA
267,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"HEDE","ALL",1,25,25,NA
268,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"HEDE","ALL",1,35,35,NA
269,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",3,NA,26,6.7,"L","270.0",NA,48,"HEDE","ALL",1,40,40,NA
270,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",4,NA,31,6.7,"L","270.0",NA,48,"SEME","ALL",3,40,40,NA
271,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",4,NA,31,6.7,"L","270.0",NA,48,"SEME","ALL",1,45,45,NA
272,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",4,NA,31,6.7,"L","270.0",NA,48,"HEDE","ALL",1,12,12,NA
273,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",4,NA,31,6.7,"L","270.0",NA,48,"HEDE","ALL",1,20,20,NA
274,2017,8,3,"Tatoosh Island","Jameal Samhouri","Kinsey Frick","1.0",10,"BOT",4,NA,31,6.7,"L","270.0",NA,48,"HEDE","ALL",2,30,30,NA
275,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",1,NA,30,2.5,"L","90.0",NA,53,"SEME","ALL",1,25,25,NA
276,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",1,NA,30,2.5,"L","90.0",NA,53,"SEME","ALL",3,40,40,NA
277,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",1,NA,30,2.5,"L","90.0",NA,53,"HEDE","ALL",1,25,25,NA
278,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,30,2.5,"L","90.0",NA,54,"SEME","ALL",1,30,30,NA
279,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,30,2.5,"L","90.0",NA,54,"SEME","ALL",2,35,35,NA
280,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,30,2.5,"L","90.0",NA,54,"SEME","ALL",9,40,40,NA
281,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,30,2.5,"L","90.0",NA,54,"EMLA","ALL",1,10,10,NA
282,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,30,2.5,"L","90.0",NA,54,"HEDE","ALL",1,20,20,NA
283,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",2,NA,30,2.5,"L","90.0",NA,54,"HEDE","ALL",1,30,30,NA
284,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,27,2.5,"L","90.0",NA,53,"SEME","ALL",3,30,30,NA
285,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,27,2.5,"L","90.0",NA,53,"SEME","ALL",10,35,35,NA
286,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,27,2.5,"L","90.0",NA,53,"SEME","ALL",11,40,40,NA
287,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,27,2.5,"L","90.0",NA,53,"HEDE","ALL",1,20,20,NA
288,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,27,2.5,"L","90.0",NA,53,"HEDE","ALL",1,25,25,NA
289,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",3,NA,27,2.5,"L","90.0",NA,53,"HEDE","ALL",2,30,30,NA
290,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,18,1.5,"L","60.0",NA,52,"SEME","ALL",4,30,30,NA
291,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,18,1.5,"L","60.0",NA,52,"SEME","ALL",7,35,35,NA
292,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,18,1.5,"L","60.0",NA,52,"SEME","ALL",5,40,40,NA
293,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,18,1.5,"L","60.0",NA,52,"EMLA","ALL",1,15,15,NA
294,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",4,NA,18,1.5,"L","60.0",NA,52,"HEDE","ALL",1,25,25,NA
295,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",5,NA,27,2.5,"L","60.0",NA,52,"SEME","ALL",2,25,25,NA
296,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",5,NA,27,2.5,"L","60.0",NA,52,"SEME","ALL",7,35,35,NA
297,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",5,NA,27,2.5,"L","60.0",NA,52,"SEME","ALL",5,40,40,NA
298,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",5,NA,27,2.5,"L","60.0",NA,52,"HEDE","ALL",1,20,20,NA
299,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",5,NA,27,2.5,"L","60.0",NA,52,"HEDE","ALL",1,25,25,NA
300,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",6,NA,30,2.5,"L","60.0",NA,51,"EMLA","ALL",1,15,15,NA
301,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",6,NA,30,2.5,"L","60.0",NA,51,"EMLA","ALL",1,20,20,NA
302,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","2.0",10,"BOT",6,NA,30,2.5,"L","60.0",NA,51,"HEDE","ALL",1,25,25,NA
303,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",1,NA,30,2.5,"L","60.0",NA,54,"SEME","ALL",1,25,25,NA
304,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",1,NA,30,2.5,"L","60.0",NA,54,"SEME","ALL",1,30,30,NA
305,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",1,NA,30,2.5,"L","60.0",NA,54,"HEDE","ALL",1,25,25,NA
306,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",1,NA,30,2.5,"L","60.0",NA,54,"HEDE","ALL",2,30,30,NA
307,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",1,NA,30,2.5,"L","60.0",NA,54,"SCMA","ALL",1,40,40,NA
308,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",2,NA,33,2.5,"L","90.0",NA,54,"SEME","ALL",2,30,30,NA
309,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",2,NA,33,2.5,"L","90.0",NA,54,"SEME","ALL",8,35,35,NA
310,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",2,NA,33,2.5,"L","90.0",NA,54,"HEDE","ALL",1,25,25,NA
311,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",2,NA,33,2.5,"L","90.0",NA,54,"HEDE","ALL",1,30,30,NA
312,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",3,NA,30,2.5,"L","120.0",NA,50,"SEME","ALL",5,40,40,NA
313,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",3,NA,30,2.5,"L","120.0",NA,50,"EMLA","ALL",2,15,15,NA
314,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",3,NA,30,2.5,"L","120.0",NA,50,"HEDE","ALL",1,25,25,NA
315,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",3,NA,30,2.5,"L","120.0",NA,50,"HEDE","ALL",1,30,30,NA
316,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",4,NA,30,2.5,"L","90.0",NA,50,"SEME","ALL",1,25,25,NA
317,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",4,NA,30,2.5,"L","90.0",NA,50,"SEME","ALL",5,35,35,NA
318,2017,8,2,"Cape Alava","Kelly Andrews","Kinsey Frick","1.0",10,"BOT",4,NA,30,2.5,"L","90.0",NA,50,"SEME","ALL",5,40,40,NA
