"site","transect","observer","common.name","species","size_class","year","Count","area","zone","vis_m"
"Cape Alava",2,"NT","Buffalo sculpin","ENBI",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","Cabezon","SCMA",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","Copper rockfish","SECA","large",2015,0,NA,5,NA
"Cape Alava",2,"NT","Great sculpin","MYOP",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","Kelp greenling","HEDE",NA,2015,1,NA,5,NA
"Cape Alava",2,"NT","Lingcod","OPEL",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","Painted greenling","OXPI",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","Quillback rockfish","SEMA","large",2015,0,NA,5,NA
"Cape Alava",2,"NT","Red Irish Lord","HEHE",NA,2015,1,NA,5,NA
"Cape Alava",2,"NT","Rock greenling","HELA",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","Striped seaperch","EMLA",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","Tubesnout","AUFL",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","black rockfish","SEME","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","blue rockfish","SEMY","large",2015,0,NA,5,NA
"Cape Alava",2,"NT","blue rockfish","SEMY","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","c-o sole","PLCO",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","canary rockfish","SEPI","large",2015,0,NA,5,NA
"Cape Alava",2,"NT","canary rockfish","SEPI","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","china rockfish","SENE","large",2015,0,NA,5,NA
"Cape Alava",2,"NT","china rockfish","SENE","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","copper rockfish","SECA","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","greenlings","HEXA",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","gunnels","PHOL",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","herring","CLUP",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","kelp clingfish","RIMU",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","longfin sculpin","JOZO",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","manacled sculpin","SYGI",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","mosshead warbonnet","CHNU",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","no_transect_no_data","NO_DATA",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","pile perch","RHVA",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","quillback rockfish","SEMA","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","rockfish","SEBSPP","large",2015,0,NA,5,NA
"Cape Alava",2,"NT","rockfish","SEBSPP","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","sanddabs","CITH",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","scalyhead sculpin","ARHA",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","sculpin","COTT",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","surfperch","EMBI",NA,2015,2,NA,5,NA
"Cape Alava",2,"NT","unidentified fish","UNID",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","whitespotted greenling","HEST",NA,2015,0,NA,5,NA
"Cape Alava",2,"NT","yellowtail rockfish","SEFL","large",2015,0,NA,5,NA
"Cape Alava",2,"NT","yellowtail rockfish","SEFL","small",2015,0,NA,5,NA
"Cape Alava",2,"NT","yellowtail-black yoy","SEBYT","small",2015,0,NA,5,NA
"Cape Alava",2,"NT",NA,"AMHE",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Black rockfish","SEME","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","Blackeye goby","RHNI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Buffalo sculpin","ENBI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Cabezon","SCMA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Copper rockfish","SECA","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","Great sculpin","MYOP",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Kelp greenling","HEDE",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Lingcod","OPEL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Painted greenling","OXPI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Quillback rockfish","SEMA","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","Red Irish Lord","HEHE",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Rock greenling","HELA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Striped seaperch","EMLA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","Tubesnout","AUFL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","YOY rockfish (black dorsal spots)","RYOY","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","bait-sardines-anchovy","BAITBALL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","black rockfish","SEME","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","blue rockfish","SEMY","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","blue rockfish","SEMY","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","c-o sole","PLCO",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","canary rockfish","SEPI","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","canary rockfish","SEPI","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","china rockfish","SENE","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","china rockfish","SENE","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","copper rockfish","SECA","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","greenlings","HEXA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","gunnels","PHOL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","herring","CLUP",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","kelp clingfish","RIMU",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","longfin sculpin","JOZO",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","manacled sculpin","SYGI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","mosshead warbonnet","CHNU",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","no_transect_no_data","NO_DATA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","pile perch","RHVA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","quillback rockfish","SEMA","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","rockfish","SEBSPP","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","rockfish","SEBSPP","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","sanddabs","CITH",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","scalyhead sculpin","ARHA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","sculpin","COTT",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","surfperch","EMBI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","unidentified fish","UNID",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","whitespotted greenling","HEST",NA,2015,0,NA,5,NA
"Cape Johnson",1,"JS","yellowtail rockfish","SEFL","large",2015,0,NA,5,NA
"Cape Johnson",1,"JS","yellowtail rockfish","SEFL","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS","yellowtail-black yoy","SEBYT","small",2015,0,NA,5,NA
"Cape Johnson",1,"JS",NA,"AMHE",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Black rockfish","SEME","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","Blackeye goby","RHNI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Buffalo sculpin","ENBI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Cabezon","SCMA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Copper rockfish","SECA","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","Great sculpin","MYOP",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Kelp greenling","HEDE",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Lingcod","OPEL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Painted greenling","OXPI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Quillback rockfish","SEMA","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","Red Irish Lord","HEHE",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Rock greenling","HELA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Striped seaperch","EMLA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","Tubesnout","AUFL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","black rockfish","SEME","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","blue rockfish","SEMY","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","blue rockfish","SEMY","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","c-o sole","PLCO",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","canary rockfish","SEPI","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","canary rockfish","SEPI","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","china rockfish","SENE","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","china rockfish","SENE","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","copper rockfish","SECA","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","greenlings","HEXA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","gunnels","PHOL",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","herring","CLUP",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","kelp clingfish","RIMU",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","longfin sculpin","JOZO",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","manacled sculpin","SYGI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","mosshead warbonnet","CHNU",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","pile perch","RHVA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","quillback rockfish","SEMA","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","rockfish","SEBSPP","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","rockfish","SEBSPP","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","sanddabs","CITH",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","scalyhead sculpin","ARHA",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","sculpin","COTT",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","surfperch","EMBI",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","unidentified fish","UNID",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","whitespotted greenling","HEST",NA,2015,0,NA,5,NA
"Cape Johnson",1,"NT","yellowtail rockfish","SEFL","large",2015,0,NA,5,NA
"Cape Johnson",1,"NT","yellowtail rockfish","SEFL","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT","yellowtail-black yoy","SEBYT","small",2015,0,NA,5,NA
"Cape Johnson",1,"NT",NA,"AMHE",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Black rockfish","SEME","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","Blackeye goby","RHNI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Buffalo sculpin","ENBI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Cabezon","SCMA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Copper rockfish","SECA","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","Great sculpin","MYOP",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Kelp greenling","HEDE",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Lingcod","OPEL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Painted greenling","OXPI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Quillback rockfish","SEMA","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","Red Irish Lord","HEHE",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Rock greenling","HELA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Striped seaperch","EMLA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","Tubesnout","AUFL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","YOY rockfish (black dorsal spots)","RYOY","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","bait-sardines-anchovy","BAITBALL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","black rockfish","SEME","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","blue rockfish","SEMY","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","blue rockfish","SEMY","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","c-o sole","PLCO",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","canary rockfish","SEPI","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","canary rockfish","SEPI","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","china rockfish","SENE","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","china rockfish","SENE","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","copper rockfish","SECA","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","greenlings","HEXA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","gunnels","PHOL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","herring","CLUP",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","kelp clingfish","RIMU",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","longfin sculpin","JOZO",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","manacled sculpin","SYGI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","mosshead warbonnet","CHNU",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","no_transect_no_data","NO_DATA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","pile perch","RHVA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","quillback rockfish","SEMA","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","rockfish","SEBSPP","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","rockfish","SEBSPP","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","sanddabs","CITH",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","scalyhead sculpin","ARHA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","sculpin","COTT",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","surfperch","EMBI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","unidentified fish","UNID",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","whitespotted greenling","HEST",NA,2015,0,NA,5,NA
"Cape Johnson",2,"JS","yellowtail rockfish","SEFL","large",2015,0,NA,5,NA
"Cape Johnson",2,"JS","yellowtail rockfish","SEFL","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS","yellowtail-black yoy","SEBYT","small",2015,0,NA,5,NA
"Cape Johnson",2,"JS",NA,"AMHE",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Black rockfish","SEME","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","Blackeye goby","RHNI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Buffalo sculpin","ENBI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Cabezon","SCMA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Copper rockfish","SECA","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","Great sculpin","MYOP",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Kelp greenling","HEDE",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Lingcod","OPEL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Painted greenling","OXPI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Quillback rockfish","SEMA","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","Red Irish Lord","HEHE",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Rock greenling","HELA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Striped seaperch","EMLA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","Tubesnout","AUFL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","black rockfish","SEME","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","blue rockfish","SEMY","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","blue rockfish","SEMY","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","c-o sole","PLCO",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","canary rockfish","SEPI","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","canary rockfish","SEPI","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","china rockfish","SENE","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","china rockfish","SENE","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","copper rockfish","SECA","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","greenlings","HEXA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","gunnels","PHOL",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","herring","CLUP",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","kelp clingfish","RIMU",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","longfin sculpin","JOZO",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","manacled sculpin","SYGI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","mosshead warbonnet","CHNU",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","no_transect_no_data","NO_DATA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","pile perch","RHVA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","quillback rockfish","SEMA","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","rockfish","SEBSPP","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","rockfish","SEBSPP","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","sanddabs","CITH",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","scalyhead sculpin","ARHA",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","sculpin","COTT",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","surfperch","EMBI",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","unidentified fish","UNID",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","whitespotted greenling","HEST",NA,2015,0,NA,5,NA
"Cape Johnson",2,"NT","yellowtail rockfish","SEFL","large",2015,0,NA,5,NA
"Cape Johnson",2,"NT","yellowtail rockfish","SEFL","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT","yellowtail-black yoy","SEBYT","small",2015,0,NA,5,NA
"Cape Johnson",2,"NT",NA,"AMHE",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Black rockfish","SEME","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Blackeye goby","RHNI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Buffalo sculpin","ENBI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Cabezon","SCMA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Copper rockfish","SECA","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Great sculpin","MYOP",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Kelp greenling","HEDE",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Lingcod","OPEL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Painted greenling","OXPI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Quillback rockfish","SEMA","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Red Irish Lord","HEHE",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Rock greenling","HELA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","Striped seaperch","EMLA",NA,2015,3,NA,5,NA
"Chibadehl Rocks",1,"KA","Tubesnout","AUFL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","YOY rockfish (black dorsal spots)","RYOY","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","bait-sardines-anchovy","BAITBALL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","black rockfish","SEME","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","blue rockfish","SEMY","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","blue rockfish","SEMY","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","c-o sole","PLCO",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","canary rockfish","SEPI","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","canary rockfish","SEPI","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","china rockfish","SENE","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","china rockfish","SENE","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","copper rockfish","SECA","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","greenlings","HEXA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","gunnels","PHOL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","herring","CLUP",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","kelp clingfish","RIMU",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","longfin sculpin","JOZO",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","manacled sculpin","SYGI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","mosshead warbonnet","CHNU",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","no_transect_no_data","NO_DATA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","pile perch","RHVA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","quillback rockfish","SEMA","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","rockfish","SEBSPP","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","rockfish","SEBSPP","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","sanddabs","CITH",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","scalyhead sculpin","ARHA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","sculpin","COTT",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","surfperch","EMBI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","unidentified fish","UNID",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","whitespotted greenling","HEST",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","yellowtail rockfish","SEFL","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","yellowtail rockfish","SEFL","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA","yellowtail-black yoy","SEBYT","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"KA",NA,"AMHE",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Black rockfish","SEME","large",2015,2,NA,5,NA
"Chibadehl Rocks",1,"NT","Blackeye goby","RHNI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Buffalo sculpin","ENBI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Cabezon","SCMA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Copper rockfish","SECA","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Great sculpin","MYOP",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Kelp greenling","HEDE",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Lingcod","OPEL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Painted greenling","OXPI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Quillback rockfish","SEMA","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Red Irish Lord","HEHE",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Rock greenling","HELA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Striped seaperch","EMLA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","Tubesnout","AUFL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","YOY rockfish (black dorsal spots)","RYOY","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","bait-sardines-anchovy","BAITBALL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","black rockfish","SEME","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","blue rockfish","SEMY","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","blue rockfish","SEMY","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","c-o sole","PLCO",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","canary rockfish","SEPI","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","canary rockfish","SEPI","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","china rockfish","SENE","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","china rockfish","SENE","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","copper rockfish","SECA","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","greenlings","HEXA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","gunnels","PHOL",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","herring","CLUP",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","kelp clingfish","RIMU",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","longfin sculpin","JOZO",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","manacled sculpin","SYGI",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","mosshead warbonnet","CHNU",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","no_transect_no_data","NO_DATA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","pile perch","RHVA",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","quillback rockfish","SEMA","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","rockfish","SEBSPP","large",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","rockfish","SEBSPP","small",2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","sanddabs","CITH",NA,2015,0,NA,5,NA
"Chibadehl Rocks",1,"NT","scalyhead sculpin","ARHA",NA,2015,0,NA,5,NA
